,E,Eh,El,ID,Th,Tl,index,log_B0
0,-0.125767060625,-0.103599142606,-0.0628835303124,62.0,42.3290976127,38.0289107341,0.0,1.38888888889e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,63.0,42.3290976127,37.6586795733,0.0,5.78703703704e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,64.0,42.3290976127,37.4158378543,0.0,6.94444444444e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,65.0,42.3290976127,37.4158378543,0.0,9.25925925926e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,66.0,42.3290976127,37.6586795733,0.0,6.94444444444e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,67.0,42.3290976127,37.6586795733,0.0,2.31481481481e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,68.0,42.3290976127,38.0289107341,0.0,5.78703703704e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,69.0,42.3290976127,38.0289107341,0.0,1.5e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,70.0,42.3290976127,37.6586795733,0.0,1.04166666667e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,71.0,42.3290976127,38.0289107341,0.0,4.62962962963e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,72.0,42.3290976127,37.6586795733,0.0,2.31481481481e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,73.0,42.3290976127,37.6586795733,0.0,8.10185185185e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,74.0,42.3290976127,37.6586795733,0.0,2.31481481481e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,75.0,42.3290976127,37.6586795733,0.0,4.62962962963e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,76.0,42.3290976127,37.6586795733,0.0,1.5e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,77.0,42.3290976127,37.6586795733,0.0,1.15740740741e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,78.0,42.3290976127,37.6586795733,0.0,8.10185185185e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,79.0,42.3290976127,37.6586795733,0.0,3.47222222222e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,80.0,42.3290976127,37.6586795733,0.0,9.25925925926e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,81.0,42.3290976127,37.6586795733,0.0,8.10185185185e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,82.0,42.3290976127,37.6586795733,0.0,1.15740740741e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,83.0,42.3290976127,37.6586795733,0.0,1.04166666667e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,84.0,42.3290976127,37.6586795733,0.0,2.31481481481e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,85.0,42.3290976127,37.6586795733,0.0,1.15740740741e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,86.0,42.3290976127,38.0289107341,0.0,1.00694444444e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,87.0,42.3290976127,38.0289107341,0.0,1.08796296296e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,88.0,42.3290976127,38.0289107341,0.0,8.91203703704e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,89.0,42.3290976127,38.0289107341,0.0,7.75462962963e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,90.0,42.3290976127,38.0289107341,0.0,8.7962962963e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,91.0,42.3290976127,38.0289107341,0.0,1.28472222222e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,92.0,42.3290976127,38.0289107341,0.0,9.49074074074e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,93.0,42.3290976127,38.2798024427,0.0,1.67824074074e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,94.0,42.3290976127,38.0289107341,0.0,2.2337962963e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,95.0,42.3290976127,38.2798024427,0.0,1.77083333333e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,96.0,42.3290976127,38.5340265998,0.0,9.25925925926e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,97.0,42.3290976127,38.2798024427,0.0,1.77083333333e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,98.0,42.3290976127,38.2798024427,0.0,1.80555555556e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,99.0,42.3290976127,38.2798024427,0.0,2.09490740741e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,100.0,42.3290976127,38.2798024427,0.0,2.06018518519e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,101.0,42.3290976127,38.2798024427,0.0,1.66666666667e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,102.0,42.3290976127,38.5340265998,0.0,2.53472222222e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,103.0,42.3290976127,38.0289107341,0.0,1.5162037037e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,104.0,42.3290976127,38.0289107341,0.0,6.13425925926e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,105.0,42.3290976127,38.0289107341,0.0,8.68055555556e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,106.0,42.3290976127,38.0289107341,0.0,6.13425925926e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,107.0,42.3290976127,38.0289107341,0.0,1.31944444444e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,108.0,42.3290976127,38.0289107341,0.0,6.48148148148e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,109.0,42.3290976127,38.0289107341,0.0,7.40740740741e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,110.0,42.3290976127,38.0289107341,0.0,1.00694444444e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,111.0,42.3290976127,38.0289107341,0.0,1.63194444444e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,112.0,42.3290976127,38.0289107341,0.0,1.3e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,113.0,42.3290976127,37.6586795733,0.0,1.12268518519e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,114.0,42.3290976127,37.6586795733,0.0,1.45833333333e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,115.0,42.3290976127,38.0289107341,0.0,1.12268518519e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,116.0,42.3290976127,38.0289107341,0.0,1.1e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,117.0,42.3290976127,38.0289107341,0.0,6.94444444444e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,118.0,42.3290976127,38.0289107341,0.0,7.40740740741e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,119.0,42.3290976127,38.0289107341,0.0,1.01851851852e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,120.0,42.3290976127,38.0289107341,0.0,8.10185185185e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,121.0,42.3290976127,38.0289107341,0.0,1.23842592593e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,122.0,42.3290976127,38.0289107341,0.0,6.8287037037e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,123.0,42.3290976127,38.0289107341,0.0,1.92604166667e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,124.0,42.3290976127,37.6586795733,0.0,9.63541666667e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,125.0,42.3290976127,37.6586795733,0.0,5.88194444444e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,126.0,42.3290976127,37.6586795733,0.0,1.8e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,127.0,42.3290976127,38.2798024427,0.0,1.25694444444e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,128.0,42.3290976127,37.6586795733,0.0,1.30555555556e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,129.0,42.3290976127,37.6586795733,0.0,1.24050925926e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,130.0,42.3290976127,37.6586795733,0.0,6e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,131.0,42.3290976127,38.0289107341,0.0,1.13298611111e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,132.0,42.3290976127,37.6586795733,0.0,1.13425925926e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,133.0,42.3290976127,37.6586795733,0.0,9.78703703704e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,134.0,42.3290976127,37.4158378543,0.0,1.52777777778e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,135.0,42.3290976127,37.6586795733,0.0,1.4244212963e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,136.0,42.3290976127,37.6586795733,0.0,1.38356481481e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,137.0,42.3290976127,38.0289107341,0.0,2.31574074074e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,138.0,42.3290976127,37.6586795733,0.0,1.58564814815e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,139.0,42.3290976127,37.6586795733,0.0,1.04016203704e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,140.0,42.3290976127,38.0289107341,0.0,1.51064814815e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,141.0,42.3290976127,37.6586795733,0.0,1.39027777778e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,142.0,42.3290976127,37.6586795733,0.0,1.33275462963e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,143.0,42.3290976127,37.6586795733,0.0,1.28171296296e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,144.0,42.3290976127,38.0289107341,0.0,9.90740740741e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,145.0,42.3290976127,37.6586795733,0.0,1.36828703704e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,146.0,42.3290976127,37.6586795733,0.0,6.85416666667e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,147.0,42.3290976127,37.6586795733,0.0,1.24965277778e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,148.0,42.3290976127,37.6586795733,0.0,9.4375e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,149.0,42.3290976127,37.6586795733,0.0,1.60740740741e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,150.0,42.3290976127,38.0289107341,0.0,4.20138888889e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,151.0,42.3290976127,38.0289107341,0.0,1.19131944444e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,152.0,42.3290976127,37.6586795733,0.0,1.36597222222e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,153.0,42.3290976127,37.6586795733,0.0,1.52800925926e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,154.0,42.3290976127,38.0289107341,0.0,1.04351851852e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,155.0,42.3290976127,37.6586795733,0.0,1.33402777778e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,156.0,42.3290976127,37.6586795733,0.0,1.1712962963e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,157.0,42.3290976127,37.6586795733,0.0,1.25138888889e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,158.0,42.3290976127,37.6586795733,0.0,9.45601851852e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,159.0,42.3290976127,37.6586795733,0.0,1.38888888889e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,160.0,42.3290976127,38.0289107341,0.0,1.30787037037e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,161.0,42.3290976127,37.6586795733,0.0,1.6e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,162.0,42.3290976127,37.6586795733,0.0,2.53344907407e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,163.0,42.3290976127,37.6586795733,0.0,1.36574074074e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,164.0,42.3290976127,37.6586795733,0.0,1.65e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,165.0,42.3290976127,37.6586795733,0.0,1.71759259259e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,166.0,42.3290976127,37.6586795733,0.0,1.30844907407e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,167.0,42.3290976127,37.6586795733,0.0,1.93229166667e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,168.0,42.3290976127,37.6586795733,0.0,1.70833333333e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,169.0,42.3290976127,37.6586795733,0.0,1.17210648148e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,170.0,42.3290976127,38.0289107341,0.0,1.05347222222e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,171.0,42.3290976127,38.0289107341,0.0,1.1099537037e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,172.0,42.3290976127,37.6586795733,0.0,1.54826388889e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,173.0,42.3290976127,38.0289107341,0.0,8.9375e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,174.0,42.3290976127,37.6586795733,0.0,1.61689814815e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,175.0,42.3290976127,37.6586795733,0.0,1.45821759259e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,176.0,42.3290976127,37.6586795733,0.0,1.55324074074e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,177.0,42.3290976127,37.6586795733,0.0,1.63333333333e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,178.0,42.3290976127,37.6586795733,0.0,1.34293981481e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,179.0,42.3290976127,37.6586795733,0.0,1.39039351852e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,180.0,42.3290976127,37.6586795733,0.0,1.15277777778e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,181.0,42.3290976127,37.6586795733,0.0,1.19131944444e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,182.0,42.3290976127,37.6586795733,0.0,1.24074074074e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,183.0,42.3290976127,37.6586795733,0.0,1.71111111111e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,184.0,42.3290976127,37.6586795733,0.0,1.32731481481e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,185.0,42.3290976127,37.6586795733,0.0,1.6662037037e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,186.0,42.3290976127,37.6586795733,0.0,8.26388888889e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,187.0,42.3290976127,37.6586795733,0.0,1.6e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,188.0,42.3290976127,37.0573913796,0.0,2.6644206e-06
0,-0.125767060625,-0.103599142606,-0.0628835303124,189.0,42.3290976127,37.0573913796,0.0,3.818223e-06
0,-0.125767060625,-0.103599142606,-0.0628835303124,190.0,42.3290976127,38.0830708138,0.0,8.85143385417e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,191.0,42.3290976127,38.0830027005,0.0,0.0003365191
0,-0.125767060625,-0.103599142606,-0.0628835303124,192.0,42.3290976127,38.0833252726,0.0,0.0002408579
0,-0.125767060625,-0.103599142606,-0.0628835303124,193.0,42.3290976127,38.0802617456,0.0,7.74770104167e-09
0,-0.125767060625,-0.103599142606,-0.0628835303124,194.0,42.3290976127,36.4750027048,0.0,1.6575e-05
0,-0.125767060625,-0.103599142606,-0.0628835303124,195.0,42.3290976127,37.1357465597,0.0,2.3736423e-05
0,-0.125767060625,-0.103599142606,-0.0628835303124,196.0,42.3290976127,37.1391790508,0.0,4.1971718e-05
0,-0.125767060625,-0.103599142606,-0.0628835303124,197.0,42.3290976127,37.6586795733,0.0,4.5e-07
0,-0.125767060625,-0.103599142606,-0.0628835303124,198.0,42.3290976127,37.6586795733,0.0,4.66666666667e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,199.0,42.3290976127,34.8729713921,0.0,0.0343130335
0,-0.125767060625,-0.103599142606,-0.0628835303124,200.0,42.3290976127,35.9937789473,0.0,0.0180541481
0,-0.125767060625,-0.103599142606,-0.0628835303124,201.0,42.3290976127,35.8680434813,0.0,0.0261618153
0,-0.125767060625,-0.103599142606,-0.0628835303124,202.0,42.3290976127,35.3795712239,0.0,0.0337085427
0,-0.125767060625,-0.103599142606,-0.0628835303124,203.0,42.3290976127,36.9068688687,0.0,2.4729316e-06
0,-0.125767060625,-0.103599142606,-0.0628835303124,204.0,42.3290976127,36.9369139354,0.0,4.6179295e-07
0,-0.125767060625,-0.103599142606,-0.0628835303124,205.0,42.3290976127,37.6318908938,0.0,3.3994026e-06
0,-0.125767060625,-0.103599142606,-0.0628835303124,206.0,42.3290976127,37.6565581459,0.0,9.3579906e-07
0,-0.125767060625,-0.103599142606,-0.0628835303124,207.0,42.3290976127,38.5122160122,0.0,2.0014238e-06
0,-0.125767060625,-0.103599142606,-0.0628835303124,208.0,42.3290976127,37.6544638375,0.0,8.7460494e-07
0,-0.125767060625,-0.103599142606,-0.0628835303124,209.0,42.3290976127,36.7537105452,0.0,1.93773959e-05
0,-0.125767060625,-0.103599142606,-0.0628835303124,210.0,42.3290976127,36.4736659675,0.0,1.904672875e-05
0,-0.125767060625,-0.103599142606,-0.0628835303124,211.0,42.3290976127,37.3510614914,0.0,7.06122468e-08
0,-0.125767060625,-0.103599142606,-0.0628835303124,212.0,42.3290976127,37.6586795733,0.0,0.43153536
0,-0.125767060625,-0.103599142606,-0.0628835303124,213.0,42.3290976127,37.6586795733,0.0,0.739482528
0,-0.125767060625,-0.103599142606,-0.0628835303124,214.0,42.3290976127,37.6586795733,0.0,0.57895932
0,-0.125767060625,-0.103599142606,-0.0628835303124,215.0,42.3290976127,37.6586795733,0.0,0.80661624
0,-0.125767060625,-0.103599142606,-0.0628835303124,216.0,42.3290976127,37.6586795733,0.0,4.630668
0,-0.125767060625,-0.103599142606,-0.0628835303124,217.0,42.3290976127,37.6586795733,0.0,2.07642408
0,-0.125767060625,-0.103599142606,-0.0628835303124,218.0,42.3290976127,37.6586795733,0.0,2.98788648
0,-0.125767060625,-0.103599142606,-0.0628835303124,219.0,42.3290976127,38.2798024427,0.0,1.377845952
0,-0.125767060625,-0.103599142606,-0.0628835303124,220.0,42.3290976127,37.6586795733,0.0,1.58407752
0,-0.125767060625,-0.103599142606,-0.0628835303124,221.0,42.3290976127,37.6586795733,0.0,4.49104464
0,-0.125767060625,-0.103599142606,-0.0628835303124,222.0,42.3290976127,38.2798024427,0.0,2.83432836
0,-0.125767060625,-0.103599142606,-0.0628835303124,223.0,42.3290976127,37.6586795733,0.0,1.601227824
0,-0.125767060625,-0.103599142606,-0.0628835303124,224.0,42.3290976127,37.6586795733,0.0,6.17913
0,-0.125767060625,-0.103599142606,-0.0628835303124,225.0,42.3290976127,38.2798024427,0.0,3.74351544
0,-0.125767060625,-0.103599142606,-0.0628835303124,226.0,42.3290976127,37.6586795733,0.0,2.42692776
0,-0.125767060625,-0.103599142606,-0.0628835303124,227.0,42.3290976127,38.2798024427,0.0,3.746448
0,-0.125767060625,-0.103599142606,-0.0628835303124,228.0,42.3290976127,38.9217578753,0.0,2.50054632
0,-0.125767060625,-0.103599142606,-0.0628835303124,229.0,42.3290976127,37.6586795733,0.0,1.35085032
0,-0.125767060625,-0.103599142606,-0.0628835303124,230.0,42.3290976127,38.2798024427,0.0,7.47675552
0,-0.125767060625,-0.103599142606,-0.0628835303124,231.0,42.3290976127,38.9217578753,0.0,2.81277696
0,-0.125767060625,-0.103599142606,-0.0628835303124,232.0,42.3290976127,37.6586795733,0.0,4.67954928
0,-0.125767060625,-0.103599142606,-0.0628835303124,233.0,42.3290976127,37.6665780035,0.0,40.90521
0,-0.125767060625,-0.103599142606,-0.0628835303124,234.0,42.3290976127,37.6719025762,0.0,36.85443
0,-0.125767060625,-0.103599142606,-0.0628835303124,235.0,42.3290976127,37.6332504141,0.0,34.676067
0,-0.125767060625,-0.103599142606,-0.0628835303124,236.0,42.3290976127,38.6250516676,0.0,6.57950883838e-06
0,-0.125767060625,-0.103599142606,-0.0628835303124,237.0,42.3290976127,38.6622366876,0.0,7.98149684343e-06
0,-0.125767060625,-0.103599142606,-0.0628835303124,238.0,42.3290976127,38.6316832361,0.0,1.07259494949e-05
0,-0.125767060625,-0.103599142606,-0.0628835303124,239.0,42.3290976127,38.577892283,0.0,7.26294065657e-06
