,ID,B0,E,Eh,El,Th,Tl,AIC,chi-squared,r-squared,status
0,1,8.871866593818112e-06,0.5958749172017361,3.897048866673358,0.0003720106536218015,311.47160550773765,358.9790312907214,-233.67174325301647,0.031070818841477523,0.9815197517810427,C
0,2,5.856377827573311e-06,0.5174077579739362,8.192893063796049,2.014123029184208,315.81376308722696,315.2249194766121,-329.5775122956046,0.0005315535526739188,0.9995747100373181,C
0,3,,,,,,,,,,NC
0,4,2.4064586292560364e-06,2.8886353138761462,38.40355531515019,2.518329568988875,295.6990377958786,281.9198881264374,-236.08814554827563,0.0019015527688163844,0.9994950255860815,C
0,5,3.4931967625606575e-05,4.381535968784625,3.8192301401790134,37.193087857013126,276.95101507458855,294.2887116765731,-232.21186313681378,0.0027820029364057494,0.9983216930425666,C
0,6,,,,,,,,,,NC
0,7,4.5055505948354835e-07,13.126781829328857,18.282810056354332,12.522409602943084,288.99393513496005,283.8941658714456,-306.6268551710037,0.0120464317190707,0.9917488840562081,C
0,8,6.341209783933266e-07,1.8887764744859434,0.0012050382900776757,2.4306650862017287,288.1908365567587,293.89628965820725,-385.47030810411917,0.04353757121031074,0.9668925233817268,C
0,9,,,,,,,,,,NC
0,10,1.0847934550639593e-08,12.096359528274924,16.74179638043984,11.454794410707512,290.5416230336017,286.26390469403316,-281.3912439870029,0.0029492034753052666,0.9947924532419199,C
0,11,6.701711630086038e-09,6.4103278927466745,24.58890868431316,6.026397253957436,299.40666495274115,289.9434058818251,-318.0743804834429,0.002302315709310813,0.9943813716214555,C
0,12,,,,,,,,,,NC
0,13,9.004863583683687e-07,2.1287250573397904,3.3649216825645247,0.0004674064966418978,293.074887660741,319.1296577558259,-164.34552872275955,0.036195091372740594,0.9417636460667216,C
0,14,6.966854648737808e-09,4.605174216008482,1.2235326146563796,6.3726779718298285,281.2116635655205,295.1151460852097,-230.83880344685417,0.376134378641762,0.8979432081411074,C
0,15,3.87717741889837e-06,1.4416287507467964,1.1523200564990934,1.8827779377953346,412.5437346840323,289.2808334586099,-187.15103089565937,0.05765315803457029,0.8966125481102082,C
0,16,3.119272262264161e-06,0.3797258644177488,12.233876927993089,8.488848496682538,419.017222256119,492.69979635273864,-155.59907026237767,0.05942499678400617,0.7900900407461546,C
0,17,6.186098300275944e-09,4.748018107681939,4.556114075147281,11.85393689261107,294.07731719289126,303.0597119870216,-172.57416153513,0.002725602589028711,0.9937986414348989,C
0,18,6.171053223980039e-09,5.623526438620161,5.362792276180413,1.6606138686370286e-10,291.8392289251163,312.72256410590217,-165.46799564792903,0.013642766586521754,0.9709643550411562,C
0,19,2.0893565366719713e-07,2.2655511109991107,8.146823164313572,2.478784947270341,307.0628122127673,294.15766985111816,-392.2240860566394,2.4885816043727132e-18,1.0,C
0,20,6.367679050711672e-09,8.049177384249054,25.647779053673162,7.904574053939577,305.0619077585642,288.49510435075507,-179.64618666373724,0.006914044166598831,0.9877541737600671,C
0,21,5.311167603494482e-07,1.8575877802539065,29.602395761008534,2.091540532057509,311.21040889069343,293.2557756034015,-188.30683306741386,0.000796512934026477,0.9989049471851125,C
0,22,8.911096180952427e-07,1.1474814457381632,30.619627727604165,1.755204501193664,311.6873811342767,298.22502689709864,-192.11293849257794,0.000501422302199935,0.9993778328505536,C
0,23,1.0658558746712288e-07,6.075766539948215,5.511146600954228,6.624889649183617,286.862386645994,289.23324803958246,-224.8049063217095,2.692398045068278e-06,0.9999864586437505,C
0,24,,,,,,,,,,NC
0,25,4.478090385173772e-07,1.5188968042461712,27.700174676882757,2.126750491612261,307.1535721439204,294.89435937600564,-191.18655142041231,0.0014413847230564005,0.9966636933406134,C
0,26,1.8169058095818258e-06,0.24326396115647464,7.787755077333307,5.758109618620424,407.8196355749098,374.4875012960276,-167.02577702693492,0.07919957288754137,0.7190798365458648,C
0,27,6.086156818962962e-06,20.8051948304369,28.73924913964324,20.52411826258579,287.8576508796633,282.74042859102116,-228.9924204719676,2.8678505011692715e-06,0.999995356740412,C
0,28,7.246158015838944e-07,1.010035223230831,1.7346752742822886,1.7345961773025427,300.39930223056035,297.9374380126032,-207.068286653489,0.0002405508414196396,0.9995035835362303,C
0,29,8.986317903136865e-07,1.1046262938030047,1.4731831481127053,0.0010768356501684728,297.8770258861383,326.7558627369393,-191.61140527380144,0.0010346732713617292,0.9985054413279932,C
0,30,2.6802364163636128e-06,5.5706759650482525,6.710238862472906e-05,5.132369651994645,327.6222610964833,283.160275168816,-236.35155260535177,0.21137379951211852,0.882105693196378,C
0,31,3.3159361367829376e-07,1.8046042246049074,0.0032265999353522368,3.0223412870074373,237.88009722826354,300.52183447349734,-180.56327110610957,0.2199753060846383,0.8133860424976072,C
0,32,5.524501183185038e-07,1.529189077075329,3.2124800388032426,0.0001089282734902941,300.35812055053725,295.3171786825534,-190.23793520996745,0.061585890390052314,0.8744927635180892,C
0,33,8.980858101637068e-07,3.2364515919817247,3.387643380062019,3.3876161980303987,288.9176309284562,288.79193863761714,-226.1710788761272,0.03677718830744309,0.6731226483085835,C
0,34,5.360863362113832e-06,0.6205069397058665,2.101155618420014,0.0008606738501342193,306.9809475884369,358.4199816915549,-194.89365967748617,0.023332262417380782,0.9882842481587352,C
0,35,1.1661057971235067e-05,2.2497492685926717,8.457156720587758,2.102051950379925,298.38591780448667,278.5076918421013,-282.8916978189088,0.00469728466417502,0.9860609697641539,C
0,36,,,,,,,,,,NC
0,37,2.3745166854993727e-07,6.91425182245343,9.240599730625025,6.776440229017178,316.237340674193,286.5024193726861,-598.5299692008075,0.3391567236564541,0.8272441490722421,C
