,ID,B0,E,Eh,El,Th,Tl,AIC,chi-squared,r-squared,status
0,1,1.0084083887029749e-05,2.5330872662625614,2.3616851887598083,27.05797405943122,282.91253333580784,306.1990408492523,-181.82702041421643,0.0003491011730480293,0.9991554929750197,C
0,2,1.7581188934245873e-05,19.126592935406297,20.41929255701802,18.556775884841603,284.33065570068476,282.50721574831704,-165.9788143979642,0.014584462152684833,0.9654667741530936,C
0,3,2.541261873378886e-06,0.559599506219991,2.4070079734876058,3.5059619869370984,302.36739869255814,446.4719303152847,-172.2382658319964,0.010946055672705603,0.9799415501345353,C
0,4,2.1055434729078115e-08,7.534437620871927,7.537296622487045,0.7299731363486601,287.7508591273373,394.5326853785924,-354.9913219056409,0.08110102085969931,0.827689046238602,C
0,5,,,,,,,,,,NC
0,6,,,,,,,,,,NC
0,7,6.193651147512469e-09,3.949629329258271,3.77413382424969,8.95446392611198,294.7370467394854,300.9757083591968,-259.04611636561674,0.07716533720842268,0.9393974222048254,C
0,8,3.264266128089055e-05,1.3554264190736833,0.8409553567915684,22.536806620791136,271.7446740608863,301.9908131914209,-191.8455701896553,0.01362289178612415,0.9943722115421852,C
0,9,,,,,,,,,,NC
0,10,,,,,,,,,,NC
0,11,,,,,,,,,,NC
0,12,,,,,,,,,,NC
0,13,,,,,,,,,,NC
0,14,1.259405191245122e-06,4.109266230402615,3.8727340944297612,2.739889415031455,286.5030598646625,341.3414420527465,-161.22361016391645,0.7341190644553219,0.39634586790536164,C
0,15,,,,,,,,,,NC
0,16,8.453693446908161e-05,1.560446092448311,9.987293450938374,1.4207820265659725,393.3951700853713,273.63837058510865,-219.03922488404297,0.03400203050298417,0.9676658554674005,C
0,17,9.698649991563002e-06,0.6590053001733414,398.22687042339066,6.247293077802449,-3840.9313150417915,288.319718236019,-222.43685612424812,0.04072926943364753,0.9785523177978762,C
0,18,5.31837479145203e-06,1.0917690164035658,4.396329613671963,1.1306615451749624,307.48971117220316,284.7286954454165,-212.2355638460409,0.003017480206033408,0.986318760491853,C
0,19,,,,,,,,,,NC
0,20,4.843023663658741e-06,0.7195324304825796,4.0100019343769295,1.444962529843537,292.7102901922511,353.5625710239574,-286.5472315888555,0.40047191431750007,0.6066194247599566,C
0,21,5.976617660108374e-06,0.8511283750551188,3.7670660681446373,0.7872069891483737,291.6689374961574,336.8257359112405,-181.93357358662652,0.13531176047166615,0.7932497267097008,C
0,22,3.876097138588719e-06,3.9170820551534797,3.4832672410680656,2.621544442874222,283.20898548698307,391.5730200010643,-168.78665369839916,0.005045723375081338,0.9943692150893183,C
0,23,1.6077747355680572e-06,5.001213737414341,4.588082652437787,2.476480334629163,284.0710567479459,371.57482220726286,-169.05659296419915,0.007541159086398097,0.989561367689349,C
0,24,1.0208922152088462e-06,1.5378202149476197,0.004154316751474818,2.205235278360708,341.4489669918349,295.5883511667931,-465.30967750769173,0.5159256751986894,0.9734991373840287,C
0,25,4.802336450726585e-07,1.5566403499217305,2.1116984467596516,2.1091530529968328,301.03804112268335,299.389798002112,-451.1809447379118,0.9147887959696219,0.9300131300644809,C
0,26,3.074950623016548e-07,4.008862730998567,35.85859807230162,3.6359599786503125,301.7594833058432,287.3596682252859,-443.57105560918103,0.04255166952384387,0.9785721959588256,C
0,27,1.6568545715411886e-06,1.895258758985658,6.335532371503772,1.377575540797527,299.7548202561562,284.97762283492284,-541.0391556808862,0.04247829102239329,0.9897347714543197,C
0,28,,,,,,,,,,NC
0,29,2.3590897979541836e-06,1.358378520777137e-09,7176012.910239272,85.55100894223962,-117956036.90740651,279.13913489331065,-225.93748278992547,0.171379667543939,0.720642133402916,C
0,30,0.004711532952293984,4.400797754936012,3.547803551095739,5.516040760373727,271.72502388528835,276.4294395416983,-249.71779889229595,0.00014866858296888247,0.9999867938337531,C
0,31,,,,,,,,,,NC
0,32,1.5662203749489123e-06,8.811385189833222,8.579417861022032,2.7652451681195953,283.44735236407,367.7508552941562,-176.7563794755163,0.010173548550322781,0.9826957011187284,C
0,33,1.6140427547828295e-05,1.7704534353755927,1.6837897538592594,2.07829723869676,466.0192541845767,281.2348442381732,-264.3716886478043,0.012921455380375374,0.9808603948854782,C
0,34,,,,,,,,,,NC
0,35,1.2332330556752424e-05,3.1064643391453393,1.8454277355912194,3.263440561220346,415.1854235180916,282.8626471553674,-1880.160321899939,1.7617536220536347,0.672388738939472,C
0,36,3.718793813778376e-06,23.5236367217552,28.321043802381272,23.374099525763402,286.5488738996364,282.82404986763504,-185.82286002854602,0.012585366404457272,0.9770135988861142,C
0,37,,,,,,,,,,NC
0,38,4.593947968034584e-06,0.8651119528843054,1.957745465108423,2.268174650864247,290.1394364320758,422.34780697074166,-265.6054464227369,0.016877915424479396,0.978326914350733,C
0,39,3.8902357406334076e-05,2.019206586389503,3.23194318362916,2.1728525143911885,478.95876076347776,280.10196957954315,-146.83725912925632,0.19937063316084258,0.8078884158969448,C
0,40,0.0008378462627574024,23.926367575977793,23.65605072469886,27.075396475922883,281.71684837783033,283.9674568887838,-161.16983933127293,0.04033279861385469,0.8325488637341991,C
0,41,,,,,,,,,,NC
0,42,5.7819059788633e-05,3.4317018311769525,5.959615345905305,2.8829578035232064,288.5978666845062,277.96303269456075,-193.3426036881806,0.00868257680515078,0.9869838191183947,C
0,43,5.922072891406671e-06,0.5561929435509778,1.993467793319276,3.0299512217387568,402.65893142140146,297.4628782495275,-194.43910349961055,0.01741499390563672,0.9721193747672268,C
0,44,7.247952472200225e-06,0.1796945576824731,108.53169616427394,13.4078632481009,-198.761271301151,297.54201385897727,-179.43083514821967,0.0016970190139180674,0.9982388926374781,C
0,45,,,,,,,,,,NC
0,46,2.5987458585063905e-06,0.972060641135678,2.7955277102542126,1.6973960366075302,298.26623055359704,409.3377029070699,-185.3078182091911,0.058593896822452377,0.8985227501974895,C
0,47,1.319838187763267e-05,0.6746494044353828,0.9061239212157794,23.93100538153853,699.4063109716126,298.3609144820724,-152.83675338802732,0.018181754459175633,0.9883260598987942,C
0,48,,,,,,,,,,NC
0,49,,,,,,,,,,NC
0,50,,,,,,,,,,NC
0,51,5.519694323163904e-06,3.3131053456258996e-11,5.522412544990069,1.3037511232101364,-307.91352645968965,586.069418064651,-270.8391505010621,0.17349274740038104,-0.004341316692203279,C
0,52,4.27293521143568e-06,9.328765981919673e-09,30337.460870920462,0.9725261271229519,-613614.8878741423,501.3124925783094,-205.49449529770996,0.7935373480287529,-0.025671400169529734,C
0,53,,,,,,,,,,NC
0,54,3.7842628646256316e-06,0.7589985057895747,2.546151500895392,2.3270215413964292,299.28636203840915,342.5775778885197,-185.41941510798262,0.06292391721448563,0.8858755652908766,C
0,55,,,,,,,,,,NC
0,56,,,,,,,,,,NC
0,57,1.9585012300815663e-07,4.254303156730893,0.9249384378934671,4.164236652156632,494.18197598047095,287.94362364834456,-320.49868751765194,0.0688626430082923,0.9307544367604264,C
0,58,2.250148726012924e-06,4.2011727430235624e-11,6977.282930698037,1.916070459159648,51103.375824216506,463.67920423901,-151.14350597966137,2.227505639477485,-0.09855796812942419,C
0,59,3.634859434553661e-06,0.30474015899527984,1.9193793867381168,1.2365945141071655,301.7229519607697,422.5960863544832,-160.58564283452736,0.09022790415196341,0.6975550280130429,C
0,60,,,,,,,,,,NC
0,61,,,,,,,,,,NC
0,62,1.0292882617335408e-06,0.32183106500965586,102.08231815015276,15.495332141094611,-58.291746356383385,299.08834306311195,-191.61450083688268,0.004269945338352979,0.9938374134882423,C
0,63,1.1992894988210878e-07,4.2314046143633774,7.608539408045617,3.6861587381283645,293.906694636406,287.14650251079433,-240.2998180769676,0.031843436020192246,0.9537818847231112,C
0,64,,,,,,,,,,NC
0,65,6.219055133094287e-07,0.7851426793017835,13.666989694550715,2.1266712635359397e-07,303.4036804670143,290.8578441222857,-287.08545102380833,1.473056752238593,0.7414913348475511,C
0,66,4.110477756613662e-06,2.7341953969099086,2.6632942380304847,9.175959553274947,283.87724363056833,297.6970678088768,-183.70004223375324,0.19154628667353288,0.8553321500374876,C
0,67,1.032023912106439e-06,1.7261044771298755,1.9265248757000362,1.886792184804158,355.7431215220266,285.43110318621274,-172.98913928028313,0.133525165721032,0.6546084065571895,C
0,68,,,,,,,,,,NC
0,69,739.0272108049978,21.744811523147437,23.955631380332193,21.05284862213469,279.12219510271916,277.22886913447854,-177.17222484311426,0.0012995175068289204,0.9982520479394563,C
0,70,,,,,,,,,,NC
0,71,6.611531093270173e-06,0.35612714610249885,248.09736545740824,20.370034476253586,-6904.963434807076,285.2454246948987,-192.79343773238682,0.08991127555241211,0.8194234595650604,C
0,72,5.171626005662233e-06,0.28994935618260964,3.833032179597968,0.0006241217447644498,336.16693685693974,489.51463788742274,-168.22458602565075,0.10468125771314794,0.9108439342188978,C
0,73,,,,,,,,,,NC
0,74,6.0348676395927114e-05,3.0561735739349185,2.8013595080688405,7.434549939724873,277.7385088884335,294.44555846619267,-490.6976186261568,0.3003066355472346,0.9082875415467956,C
0,75,8.790975598582662e-07,4.411323237807352e-07,21.816761553842934,5.4189125019812625,-410.5897219252934,423.72822822165404,-162.1987076864645,1.7468088102563262,-0.06663505889936472,C
0,76,1.0802371219753581e-08,3.6139601739261273,5.996200045701495,5.975842065630843e-08,295.792605891873,304.39152523410917,-202.99486229795176,0.11348284725534544,0.8993444934382337,C
0,77,1.2062011900404457e-07,12.659999022985351,20.4164419266204,12.294689108232081,290.87944830823847,285.6050999202714,-321.3458868219477,0.06070480553992269,0.8418775985336382,C
0,78,6.805425610822979e-06,0.7205416693127418,2.303854614211649,1.3510607576459028,296.6667089270414,368.75972612315906,-277.43065439388266,0.2828669888720894,0.7261845109318636,C
0,79,2.109811860773192e-07,0.7867769768371815,26.97738990314841,4.265919760788503,436.31804700166975,422.5113334565543,-163.76261366218293,0.43503478120866085,0.33038486757512664,C
0,80,,,,,,,,,,NC
0,81,,,,,,,,,,NC
0,82,5.231372002256762e-09,4.02835291946241,0.015672757914174662,5.820023064465511,60.59710522765079,296.2447013149025,-194.56421150182953,0.003816672807083012,0.9952239944879844,C
0,83,1.6382336902598382e-06,0.7529899351384322,280.29668587044864,45.59359105636993,544.2445392445796,3525.1705001143937,-488.1726369139781,1.1834460170729308,0.7176695667189454,C
0,84,,,,,,,,,,NC
0,85,4.206757415436968e-05,3.351566468952395,12.853184791766973,3.5482091074073834,290.0664947501926,280.7293171914016,-275.19665087183716,0.0428033706013897,0.8818954195729308,C
0,86,4.137896826295062e-06,2.554277012123407e-09,9.709714226206192,16.32926988137246,-2691.1619911676935,345.7691688955195,-262.29032083550476,0.7036993665603625,-0.017358255795094424,C
0,87,0.3758663882595139,16.05889488670434,15.445735893732632,1.8921248111411342,278.38882993246784,358.4856129983687,-156.0356426486834,0.01247870795150756,0.989943638987904,C
0,88,6.267343702237582e-06,0.32682585346988025,1.159171139028948,26.09756376919406,559.5404874372965,283.6088729203564,-197.40446460884007,0.033681035810609966,0.8245383174277451,C
0,89,1.6366850381643872e-06,0.5310422664613461,4.828670622302491,0.0011957733498662027,305.5577068718221,308.5577053163674,-415.8138465948965,0.008760479779553533,0.9672481288264894,C
0,90,1.2332330556752424e-05,3.1064643391453393,1.8454277355912194,3.263440561220346,415.1854235180916,282.8626471553674,-1880.160321899939,1.7617536220536347,0.672388738939472,C
0,91,5.766920805339026e-07,5.421194073899341,34.156505661682694,5.232511550118465,301.36806405699326,286.8936781527487,-186.53426880807598,0.01906060676562991,0.9697545091509711,C
0,92,2.18885570357763e-06,0.35570246971754194,10.963474722582163,0.0018558599959794808,306.41574598093484,341.9352176170421,-178.12386191986414,0.025110662280028343,0.9747273238662133,C
0,93,4.785507933480204e-06,0.47500786714695553,76.76662961585451,2.1733702773999095,296.43665572042835,293.03727091235163,-448.7345902352035,0.02812820030234839,0.9697249807787031,C
0,94,,,,,,,,,,NC
0,95,2.386045539447594,18.054717319733072,21.848182629950852,17.64000705371784,282.67613220443326,278.27218175609494,-170.79083606377839,0.003170117624569859,0.9969792174960048,C
0,96,,,,,,,,,,NC
