,ID,A,B,C,D,AIC,BIC,chi-squared
0,430,-266608.090086,2712.37120437,-9.19604337694,0.0103901504092,13.5427657833,13.3264063795,15.451928729
0,431,-258077.025417,2624.69320258,-8.89579063879,0.0100475564277,14.2519420128,14.035582609,17.0994230352
0,432,539002.866191,-5640.90219352,19.6736996094,-0.022868314303,52.4052996493,56.3882287436,184.195419408
0,433,119950.226924,-1238.66990776,4.26138957187,-0.00488499593418,25.4969696376,27.7567670675,49.9423878866
0,434,131176.103047,-1354.56940115,4.66089335128,-0.00534474765437,-5.85006713496,-3.2938378165,5.20576580504
0,435,242175.55838,-2511.67833468,8.68060903055,-0.00999833205518,8.09301957062,10.3528170005,13.0933531597
0,436,-20313.7271751,201.333175032,-0.665007268003,0.000731198079479,-14.406395654,-12.4667690548,1.85467042527
0,437,18033.3614383,-189.93616753,0.665781876312,-0.000777597122967,-25.5236159363,-24.3132755643,0.350015968716
0,438,67897.522564,-695.283512185,2.3714226834,-0.00269483555282,32.7735157536,35.605716558,78.2272394929
0,439,136224.835286,-1402.55200412,4.81140058523,-0.00550025235156,27.5860549398,29.525681539,61.3796222431
0,440,165689.016983,-1712.13937665,5.8941054087,-0.00676065245149,36.3841175251,38.9403468435,106.324346587
0,441,-183229.637329,1839.67355411,-6.15523418827,0.00686274897627,13.0925495445,12.2595874214,14.0204604951
0,442,-337698.008939,3424.1467755,-11.5711699519,0.0130315987513,7.71056610251,6.14831775225,4.71878397003
0,443,-320622.019306,3249.40122687,-10.975248168,0.0123543971735,7.20452537192,5.64227702166,4.26457695804
0,444,-172696.936072,1732.84865657,-5.79443218385,0.00645685618015,11.7479183425,10.9149562194,11.2055873709
0,445,-317027.938603,3213.06948503,-10.8530787182,0.0122176491673,8.43983552001,6.87758716975,5.4597610029
0,446,-302229.991881,3060.59517084,-10.3295180269,0.0116185417718,8.24089910465,6.67865075439,5.24679667566
0,447,-15470.0081587,154.014251501,-0.510141824388,0.000562284631743,-13.2334504243,-12.4445521149,0.850400646243
0,448,290.290514133,-3.51935114186,0.0138137543973,-1.76909435587e-05,-13.9466664811,-13.1577681718,0.785610685313
0,449,-1452.67744966,11.7205338923,-0.0291442318231,2.08046421296e-05,-13.8460420952,-14.062401499,0.308833492236
0,450,6028.81294783,-61.4966597718,0.208841083947,-0.000236199667894,-12.3721574066,-12.5885168104,0.381212600893
0,451,1399.9139736,-16.7594643627,0.0653810346681,-8.34338033689e-05,-12.4106234876,-12.0928573209,0.623824378913
0,452,156.786208549,-3.28327690003,0.0168549068779,-2.54578127459e-05,-8.45756884029,-8.13980267357,1.02249471135
0,453,76540.4215043,-764.649562459,2.54550266372,-0.00282414355657,56.0824470814,60.0653761756,221.374232167
0,454,86963.0944013,-869.169420514,2.89471018546,-0.00321291937315,60.3030042847,64.8449811484,223.528267034
0,455,-20460.3273067,206.427306511,-0.69470380353,0.000779315632822,-26.3505058933,-27.9127542435,0.0051918599911
0,456,-3324.45572393,32.4470051168,-0.106107698566,0.000115795605315,-34.1614532086,-34.9944153316,0.00532602872173
0,457,5431.56832907,-55.7375557162,0.189684104934,-0.000214730280214,-4.02737589796,-4.86033802105,0.808315213813
0,458,-9019.89849081,91.4274861189,-0.309574302528,0.000349501641644,-14.1161937978,-14.9491559208,0.150427681722
0,459,-495.819221957,5.58448832473,-0.0212714606986,2.67072816022e-05,-74.7981610047,-67.3133569611,8.55263415077
0,460,-1856.0279947,17.4510767445,-0.0547681775536,5.69638867679e-05,-122.203261148,-117.170874996,0.173822398651
0,461,-284.398133725,1.92542264665,-0.00375835829674,1.25769255193e-06,-92.0446680181,-87.012281866,0.554451851176
0,462,1958.60028653,-20.7058182907,0.0722652584048,-8.37545094935e-05,-65.3068961289,-60.2745099768,1.55053577588
0,463,-85982.7540295,952.424264041,-3.51686353383,0.00432843981726,-26.6377163421,-21.3088983014,8.12660471616
0,464,264517.918549,-2961.82150664,11.0534617542,-0.013749669449,-21.4614442943,-16.9194674306,6.38889837537
0,465,7241.48868884,-72.4067213551,0.240903459756,-0.000267073225044,-37.7144063967,-39.276654747,0.000534893248275
0,466,9375.91403703,-93.4023972225,0.309715726042,-0.000342217046643,-69.6584593438,-71.220707694,8.98756265737e-07
0,467,22008.6097924,-217.665196247,0.716885837112,-0.000786723821798,-46.797891524,-48.3601398743,8.695321067e-05
0,468,24816.4136213,-245.80583457,0.810861505021,-0.000891294749129,-61.2130848315,-62.7753331818,4.86628836639e-06
0,469,-789.91378071,7.05714212166,-0.0209962022865,2.03943379351e-05,-1092.29939007,-1076.76610051,16.750390652
0,470,-8379.66554103,82.6900236571,-0.272074888991,0.000298183659328,-22.178006349,-23.7402546993,0.0119602891137
0,471,39737.0905301,-405.307729789,1.37706037772,-0.0015590249688,-83.0605488263,-78.6963790129,0.350612588207
0,472,28717.8729025,-289.203487465,0.969965419348,-0.00108398688775,-44.214663393,-41.1243085041,0.612119508733
0,473,2636.42335082,-28.6435361748,0.102873780825,-0.000122744821393,-70.7901541837,-66.0779388623,0.900442238132
0,474,4056.01058168,-41.6920603875,0.142283438694,-0.000161700986175,-78.9482847826,-72.9622545367,2.36720764796
0,475,-55041.8194315,532.061453821,-1.71379245531,0.00183907994611,37.4428232121,39.3824498113,139.557297374
0,476,-60907.8817664,593.882425736,-1.92962776401,0.00208888444256,5.17391521008,4.95755580631,4.67478770258
0,477,9892.18996641,-102.4576313,0.353150341334,-0.000405521237076,-25.9929545225,-25.6751883558,0.114214413877
0,478,1575.68480497,-16.7113232451,0.0585847322222,-6.83671839868e-05,-44.7752773895,-43.9863790802,0.0255608055838
0,479,8882.44679194,-90.034654169,0.303603144769,-0.000340978833113,-45.5726874332,-42.4823325443,0.562308727722
0,480,5464.9172916,-55.3721822134,0.186497310252,-0.000209205236524,-62.5305060487,-59.4401511597,0.194841688148
0,481,22586.892539,-230.539183035,0.783585243515,-0.000887311907333,-39.6227966331,-37.0665673146,0.466465600334
0,482,9339.60318279,-95.57579637,0.325489346316,-0.000369295020104,-21.8748458162,-22.0912052199,0.0980845941017
0,483,6130.13011025,-63.2557510979,0.217025810742,-0.00024798490191,-24.3906404925,-24.0728743258,0.139542157387
0,484,2880.48507294,-30.0671649309,0.104134641657,-0.000120104328524,-37.1738499358,-36.8560837691,0.0282322679884
0,485,8292.29323987,-85.3764588173,0.292464217456,-0.000333733921393,-22.5656046193,-22.2478384525,0.175299553218
0,486,2896.14460569,-30.1565867476,0.10421215588,-0.000119942564807,-29.1424044693,-28.8246383026,0.077045508134
0,487,15282.4602911,-157.221587345,0.538420746657,-0.000614200729819,-50.6563388475,-47.5659839585,0.409248611418
0,488,6278.02315473,-64.5904167238,0.220961400143,-0.00025175526833,-28.337124068,-27.5482257587,0.158780322362
0,489,9619.06427946,-99.5910970547,0.342649146421,-0.000392346274766,-2.24325830231,-1.92549213559,2.22339265851
0,490,8287.03868882,-85.9690981595,0.296256750914,-0.000339731321645,-1.50635117131,-1.18858500459,2.43792592056
0,491,3031.84041187,-31.01832048,0.105554976478,-0.000119499763107,-20.6897625573,-19.0981814661,0.810369502273
0,492,12783.1229956,-129.061094255,0.433974608353,-0.000486030552486,-44.4697236925,-40.6919677758,1.20066380454
0,493,-89276.4240131,889.419856619,-2.95336154647,0.00326850768909,24.4950813301,25.2839796395,56.2615521636
0,494,33356.1036059,-332.507638585,1.1040829327,-0.00122156863652,6.68051867472,7.46941698407,7.77268404133
0,495,-101991.466502,1016.93973366,-3.3794513959,0.00374285379028,25.1274404328,25.9163387422,60.3567937873
0,496,1175.84431887,-11.7366294079,0.0383445689375,-4.14470428737e-05,-11.2810789725,-12.8433273227,0.105739381012
0,497,-4683.21789877,44.9655760969,-0.143264718372,0.000151558730863,-17.1397579792,-16.8219918125,0.345408257765
0,498,279.506236202,-6.30998799366,0.032614389992,-4.87806824267e-05,-9.9031710054,-10.1195304092,0.542435709264
0,499,2997.55202167,-33.4062609771,0.122506812366,-0.000148031981279,-17.2420302326,-18.0749923557,0.0893453957204
0,500,30857.1467412,-305.351417758,1.00683252919,-0.00110604169785,-21.6483615353,-19.7087349362,1.01431129508
0,501,62480.2974632,-635.007542389,2.15040544064,-0.00242682099166,-7.87846888235,-9.44071723262,0.208825591874
0,502,46584.1672887,-473.082151504,1.6008188462,-0.00180529890142,-11.7090368693,-13.2712852195,0.0970654814808
0,503,41362.2396498,-419.956227036,1.4207284687,-0.00160189112458,-10.3869115049,-11.9491598551,0.126445437428
0,504,51957.9862456,-527.491495245,1.78436358537,-0.00201158325223,-10.4147710706,-11.9770194208,0.12574285362
0,505,42512.990269,-432.114175088,1.46346962884,-0.00165191302112,-11.2300724234,-12.7923207737,0.106823581929
0,506,44317.8565212,-450.019089645,1.52259393529,-0.00171689551669,-10.4770248172,-12.0392731675,0.124186966947
0,507,43152.9757626,-438.331912958,1.48353778427,-0.0016734252307,-9.89117452783,-11.4534228781,0.139624724724
0,508,36897.7323964,-374.612563515,1.26726323973,-0.00142883512221,-11.5678864773,-13.1301348276,0.0998446917244
0,509,47813.2980801,-485.519367722,1.64273972549,-0.00185237331898,-10.5442866134,-12.1065349637,0.122527545843
0,510,42109.3196751,-427.969098882,1.44928696552,-0.00163574380902,-11.521694913,-13.0839432633,0.100771362068
0,511,58290.6564734,-592.359060909,2.00578981582,-0.00226343244351,-9.39403072575,-10.956279076,0.154221062867
0,512,50384.0458013,-511.98645787,1.73354058077,-0.00195616676041,-11.6282422108,-13.1904905611,0.0986466969358
0,513,-36965.1355333,364.51407913,-1.19680417874,0.00130824693413,19.2633180182,19.5810841849,32.6993857706
0,514,-43305.8498101,429.275573614,-1.41701202466,0.00155753072217,18.6465346544,18.4301752506,32.0354682277
0,515,-33674.4416473,336.476699476,-1.12072634023,0.00124376757206,-18.8941259842,-19.110485388,0.150151897286
0,516,-5187.00628713,49.6475419621,-0.158412908427,0.000167981581583,-25.2306814694,-25.4470408731,0.0607292353059
0,517,-86346.4720304,858.171466314,-2.84285644762,0.00313855723119,-0.358619249243,-1.92086759951,0.939614177527
0,518,-102407.585407,1019.97993279,-3.38603403611,0.00374612063254,-11.5541514661,-10.3438110942,1.41505718878
0,519,-101657.909772,1012.46338554,-3.36096606231,0.00371827540817,-5.5968387648,-7.15908711506,0.32958208357
0,520,-69501.665248,692.242349503,-2.29852121658,0.002543834293,0.441583931018,-1.12066441925,1.10269226002
0,521,-71590.5084182,712.206061536,-2.36191262487,0.00261069272415,-3.93609753206,-5.49834588232,0.459424070778
0,522,-54150.4726751,537.714560072,-1.78023246277,0.00196460464411,-12.8011182733,-14.3633666236,0.0780203380356
0,523,-1312.21138463,7.23554576074,-0.00687646821736,-9.24644079847e-06,-10.6760431083,-10.3582769416,0.774867023556
0,524,-14854.7737299,133.101743918,-0.396766558592,0.000393332086783,19.0314269562,18.8150675524,33.8462525487
0,525,-22340.1202195,200.940728128,-0.601719170614,0.000599725881109,-0.247062990151,-0.463422393929,2.15493011397
0,526,-39709.3560164,364.302005549,-1.11246590922,0.00113061413634,12.9733578859,12.7569984822,14.2447703596
0,527,-1251.00964938,13.3399865059,-0.048164877756,5.81271593368e-05,-27.7699543308,-28.6029164539,0.0154538118266
0,528,5920.87230573,-62.7479974496,0.220587226769,-0.000257938612669,-19.5757344394,-20.4086965625,0.0605554217878
0,529,-4773.00770304,49.8323005687,-0.174081108647,0.00020282048138,-15.3832494065,-16.2162115295,0.12179100644
0,530,-1614.98046024,16.6221477944,-0.0577432926954,6.71024261521e-05,-31.1255352001,-32.6877835504,0.00199787906706
0,531,-20972.8074474,209.346002308,-0.696508846728,0.000772041097569,-0.306613905882,-1.13957602897,1.50279065792
0,532,-24364.8809857,243.100461931,-0.808324003518,0.000895312693348,1.76797163796,0.935009514875,2.12354757709
0,533,-17101.7216178,170.542412933,-0.567033134932,0.000628209375251,-2.83583480328,-3.66879692637,0.98588752984
0,534,-20243.3395954,201.941775575,-0.67148244002,0.000743853056773,-0.100848233865,-0.933810356952,1.55522168305
0,535,-25060.2482565,249.352341084,-0.826742545044,0.000912985791802,4.6571397954,3.82417767232,3.4370587867
0,536,-15409.5987273,153.614414505,-0.510675642067,0.00056574435567,-5.32753868086,-6.16050080394,0.650836397695
0,537,-21408.9725098,213.698388227,-0.711009023864,0.00078815120726,0.437047438835,-0.395914684252,1.70108685917
0,538,-24183.1472893,240.91083083,-0.799806492507,0.000884508899948,3.62958101949,2.7966188964,2.89607480837
0,539,-16998.0645938,169.600335408,-0.564267230337,0.000625592477569,-4.61268924101,-5.44565136409,0.733186332358
0,540,-22448.2818489,223.936091855,-0.744587653305,0.000824810428901,0.873478341472,0.0405162183838,1.82943259148
0,541,-26744.9979129,266.449156773,-0.884601800673,0.000978274801175,3.82705132076,2.99408919768,2.992975439
0,542,-17275.4820321,172.199234633,-0.572360957331,0.000633957703688,-3.26989652901,-4.1028586521,0.917083623012
0,543,-18504.9168051,183.307053077,-0.605183838472,0.000665544904996,2.75453004247,2.53817063869,3.30870640228
0,544,799.356813072,-8.57879632939,0.0302480099418,-3.55200662929e-05,-36.7793719255,-38.3416202758,0.000644886340698
0,545,-14352.325431,142.735310967,-0.473361134155,0.000523106415681,-7.52966146547,-7.74602086925,0.761387450399
