,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,StandardisedTraits
21565,MTD2624,Phaeodactylum tricornutum,growth rate,0.43,day^-1,4.97685e-06,s^-1,8.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.1599999999999999e-16,m^3,4.976851851851851e-06
21566,MTD2624,Phaeodactylum tricornutum,growth rate,0.52,day^-1,6.01852e-06,s^-1,8.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.52e-16,m^3,6.0185185185185185e-06
21567,MTD2624,Phaeodactylum tricornutum,growth rate,0.53,day^-1,6.13426e-06,s^-1,9.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.1899999999999999e-16,m^3,6.134259259259259e-06
21568,MTD2624,Phaeodactylum tricornutum,growth rate,0.72,day^-1,8.33333e-06,s^-1,13.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.11e-16,m^3,8.333333333333334e-06
21569,MTD2624,Phaeodactylum tricornutum,growth rate,0.82,day^-1,9.49074e-06,s^-1,13.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.28e-16,m^3,9.490740740740741e-06
21570,MTD2624,Phaeodactylum tricornutum,growth rate,0.92,day^-1,1.0648099999999999e-05,s^-1,16.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.1299999999999999e-16,m^3,1.0648148148148148e-05
21571,MTD2624,Phaeodactylum tricornutum,growth rate,1.17,day^-1,1.3541700000000001e-05,s^-1,17.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.1299999999999999e-16,m^3,1.3541666666666666e-05
21572,MTD2624,Phaeodactylum tricornutum,growth rate,1.0,day^-1,1.1574100000000002e-05,s^-1,20.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.1299999999999999e-16,m^3,1.1574074074074073e-05
21573,MTD2624,Phaeodactylum tricornutum,growth rate,1.41,day^-1,1.63194e-05,s^-1,20.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.1299999999999999e-16,m^3,1.6319444444444444e-05
21574,MTD2624,Phaeodactylum tricornutum,growth rate,0.75,day^-1,8.68056e-06,s^-1,25.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.1299999999999999e-16,m^3,8.680555555555556e-06
21575,MTD2624,Phaeodactylum tricornutum,growth rate,1.37,day^-1,1.58565e-05,s^-1,25.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.1299999999999999e-16,m^3,1.5856481481481484e-05
21576,MTD2625,Phaeodactylum tricornutum,growth rate,0.58,day^-1,6.713e-06,s^-1,7.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.28e-16,m^3,6.712962962962962e-06
21577,MTD2625,Phaeodactylum tricornutum,growth rate,1.06,day^-1,1.22685e-05,s^-1,12.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.28e-16,m^3,1.2268518518518519e-05
21578,MTD2625,Phaeodactylum tricornutum,growth rate,1.15,day^-1,1.33102e-05,s^-1,18.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.28e-16,m^3,1.3310185185185184e-05
21579,MTD2626,Phaeodactylum tricornutum,growth rate,0.2,day^-1,2.31481e-06,s^-1,5.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.28e-16,m^3,2.3148148148148148e-06
21580,MTD2626,Phaeodactylum tricornutum,growth rate,0.29,day^-1,3.3564800000000003e-06,s^-1,10.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.28e-16,m^3,3.356481481481481e-06
21581,MTD2626,Phaeodactylum tricornutum,growth rate,0.33,day^-1,3.8194400000000005e-06,s^-1,15.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.28e-16,m^3,3.819444444444444e-06
21582,MTD2626,Phaeodactylum tricornutum,growth rate,0.28,day^-1,3.24074e-06,s^-1,20.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.28e-16,m^3,3.240740740740741e-06
21583,MTD2626,Phaeodactylum tricornutum,growth rate,0.13,day^-1,1.50463e-06,s^-1,25.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,1.28e-16,m^3,1.5046296296296296e-06
21586,MTD2627,Picochlorum atomus,growth rate,0.1,day^-1,1.15741e-06,s^-1,10.0,celsius,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales incertae sedis,Nannochloris,atomus,8.2e-18,m^3,1.1574074074074074e-06
21587,MTD2627,Picochlorum atomus,growth rate,0.45,day^-1,5.208330000000001e-06,s^-1,15.0,celsius,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales incertae sedis,Nannochloris,atomus,8.2e-18,m^3,5.208333333333333e-06
21588,MTD2627,Picochlorum atomus,growth rate,0.55,day^-1,6.365740000000001e-06,s^-1,20.0,celsius,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales incertae sedis,Nannochloris,atomus,8.2e-18,m^3,6.365740740740741e-06
21589,MTD2627,Picochlorum atomus,growth rate,0.49,day^-1,5.6713e-06,s^-1,25.0,celsius,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales incertae sedis,Nannochloris,atomus,8.2e-18,m^3,5.671296296296296e-06
21590,MTD2627,Picochlorum atomus,growth rate,0.22,day^-1,2.5463e-06,s^-1,30.0,celsius,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales incertae sedis,Nannochloris,atomus,8.2e-18,m^3,2.546296296296296e-06
21684,MTD2638,Prorocentrum concavum,growth rate,0.05,day^-1,5.78704e-07,s^-1,21.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,concavum,6.87e-14,m^3,5.787037037037037e-07
21685,MTD2638,Prorocentrum concavum,growth rate,0.07,day^-1,8.10185e-07,s^-1,23.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,concavum,6.87e-14,m^3,8.101851851851853e-07
21686,MTD2638,Prorocentrum concavum,growth rate,0.1,day^-1,1.15741e-06,s^-1,25.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,concavum,6.87e-14,m^3,1.1574074074074074e-06
21687,MTD2638,Prorocentrum concavum,growth rate,0.19,day^-1,2.1990700000000003e-06,s^-1,27.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,concavum,6.87e-14,m^3,2.199074074074074e-06
21688,MTD2638,Prorocentrum concavum,growth rate,0.14,day^-1,1.62037e-06,s^-1,29.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,concavum,6.87e-14,m^3,1.6203703703703705e-06
21689,MTD2638,Prorocentrum concavum,growth rate,0.12,day^-1,1.38889e-06,s^-1,31.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,concavum,6.87e-14,m^3,1.3888888888888887e-06
21691,MTD2639,Prorocentrum dentatum,growth rate,0.13,day^-1,1.50463e-06,s^-1,10.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,dentatum,8.060000000000001e-16,m^3,1.5046296296296296e-06
21692,MTD2639,Prorocentrum dentatum,growth rate,0.19,day^-1,2.1990700000000003e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,dentatum,8.060000000000001e-16,m^3,2.199074074074074e-06
21693,MTD2639,Prorocentrum dentatum,growth rate,0.59,day^-1,6.8287e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,dentatum,8.060000000000001e-16,m^3,6.828703703703703e-06
21694,MTD2639,Prorocentrum dentatum,growth rate,0.71,day^-1,8.217589999999998e-06,s^-1,24.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,dentatum,8.060000000000001e-16,m^3,8.217592592592592e-06
21695,MTD2639,Prorocentrum dentatum,growth rate,0.77,day^-1,8.912e-06,s^-1,27.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,dentatum,8.060000000000001e-16,m^3,8.912037037037037e-06
21697,MTD2640,Prorocentrum gracile,growth rate,0.09,day^-1,1.04167e-06,s^-1,8.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,gracile,2.36e-15,m^3,1.0416666666666667e-06
21698,MTD2640,Prorocentrum gracile,growth rate,0.11,day^-1,1.27315e-06,s^-1,10.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,gracile,2.36e-15,m^3,1.273148148148148e-06
21699,MTD2640,Prorocentrum gracile,growth rate,0.57,day^-1,6.59722e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,gracile,2.36e-15,m^3,6.597222222222221e-06
21700,MTD2640,Prorocentrum gracile,growth rate,0.6,day^-1,6.944439999999999e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,gracile,2.36e-15,m^3,6.944444444444444e-06
21701,MTD2640,Prorocentrum gracile,growth rate,0.63,day^-1,7.291669999999999e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,gracile,2.36e-15,m^3,7.291666666666667e-06
21702,MTD2640,Prorocentrum gracile,growth rate,0.64,day^-1,7.407410000000001e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,gracile,2.36e-15,m^3,7.4074074074074075e-06
21703,MTD2640,Prorocentrum gracile,growth rate,0.36,day^-1,4.16667e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,gracile,2.36e-15,m^3,4.166666666666667e-06
21704,MTD2640,Prorocentrum gracile,growth rate,0.43,day^-1,4.97685e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,gracile,2.36e-15,m^3,4.976851851851851e-06
21707,MTD2641,Prorocentrum lima,growth rate,0.05,day^-1,5.78704e-07,s^-1,21.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,lima,2.36e-14,m^3,5.787037037037037e-07
21708,MTD2641,Prorocentrum lima,growth rate,0.08,day^-1,9.259260000000001e-07,s^-1,23.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,lima,2.36e-14,m^3,9.259259259259259e-07
21709,MTD2641,Prorocentrum lima,growth rate,0.19,day^-1,2.1990700000000003e-06,s^-1,25.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,lima,2.36e-14,m^3,2.199074074074074e-06
21710,MTD2641,Prorocentrum lima,growth rate,0.21,day^-1,2.43056e-06,s^-1,27.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,lima,2.36e-14,m^3,2.4305555555555557e-06
21711,MTD2641,Prorocentrum lima,growth rate,0.17,day^-1,1.96759e-06,s^-1,29.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,lima,2.36e-14,m^3,1.9675925925925925e-06
21712,MTD2641,Prorocentrum lima,growth rate,0.11,day^-1,1.27315e-06,s^-1,31.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,lima,2.36e-14,m^3,1.273148148148148e-06
21713,MTD2641,Prorocentrum lima,growth rate,0.04,day^-1,4.6299999999999995e-07,s^-1,33.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,lima,2.36e-14,m^3,4.6296296296296297e-07
21716,MTD2642,Prorocentrum mexicanum,growth rate,0.05,day^-1,5.78704e-07,s^-1,23.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,mexicanum,7.137e-15,m^3,5.787037037037037e-07
21717,MTD2642,Prorocentrum mexicanum,growth rate,0.11,day^-1,1.27315e-06,s^-1,25.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,mexicanum,7.137e-15,m^3,1.273148148148148e-06
21718,MTD2642,Prorocentrum mexicanum,growth rate,0.17,day^-1,1.96759e-06,s^-1,27.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,mexicanum,7.137e-15,m^3,1.9675925925925925e-06
21719,MTD2642,Prorocentrum mexicanum,growth rate,0.15,day^-1,1.7361099999999998e-06,s^-1,29.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,mexicanum,7.137e-15,m^3,1.736111111111111e-06
21720,MTD2642,Prorocentrum mexicanum,growth rate,0.1,day^-1,1.15741e-06,s^-1,31.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,mexicanum,7.137e-15,m^3,1.1574074074074074e-06
21721,MTD2642,Prorocentrum mexicanum,growth rate,0.07,day^-1,8.10185e-07,s^-1,33.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,mexicanum,7.137e-15,m^3,8.101851851851853e-07
21724,MTD2643,Prorocentrum micans,growth rate,0.1,day^-1,1.15741e-06,s^-1,8.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,1.1574074074074074e-06
21725,MTD2643,Prorocentrum micans,growth rate,0.08,day^-1,9.259260000000001e-07,s^-1,10.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,9.259259259259259e-07
21726,MTD2643,Prorocentrum micans,growth rate,0.1,day^-1,1.15741e-06,s^-1,10.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,1.1574074074074074e-06
21727,MTD2643,Prorocentrum micans,growth rate,0.13,day^-1,1.50463e-06,s^-1,10.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,1.5046296296296296e-06
21728,MTD2643,Prorocentrum micans,growth rate,0.22,day^-1,2.5463e-06,s^-1,12.5,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,2.546296296296296e-06
21729,MTD2643,Prorocentrum micans,growth rate,0.26,day^-1,3.00926e-06,s^-1,12.5,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,3.0092592592592593e-06
21730,MTD2643,Prorocentrum micans,growth rate,0.26,day^-1,3.00926e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,3.0092592592592593e-06
21731,MTD2643,Prorocentrum micans,growth rate,0.3,day^-1,3.4722199999999997e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,3.472222222222222e-06
21732,MTD2643,Prorocentrum micans,growth rate,0.36,day^-1,4.16667e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,4.166666666666667e-06
21733,MTD2643,Prorocentrum micans,growth rate,0.38,day^-1,4.3981499999999996e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,4.398148148148148e-06
21734,MTD2643,Prorocentrum micans,growth rate,0.4,day^-1,4.62963e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,4.6296296296296296e-06
21735,MTD2643,Prorocentrum micans,growth rate,0.46,day^-1,5.324069999999999e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,5.324074074074074e-06
21736,MTD2643,Prorocentrum micans,growth rate,0.35,day^-1,4.05093e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,4.050925925925926e-06
21737,MTD2643,Prorocentrum micans,growth rate,0.38,day^-1,4.3981499999999996e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,4.398148148148148e-06
21738,MTD2643,Prorocentrum micans,growth rate,0.47,day^-1,5.43981e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,5.439814814814814e-06
21739,MTD2643,Prorocentrum micans,growth rate,0.52,day^-1,6.01852e-06,s^-1,25.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,6.0185185185185185e-06
21740,MTD2643,Prorocentrum micans,growth rate,0.54,day^-1,6.25e-06,s^-1,25.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,6.25e-06
21741,MTD2643,Prorocentrum micans,growth rate,0.55,day^-1,6.365740000000001e-06,s^-1,25.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,micans,1.63e-14,m^3,6.365740740740741e-06
21744,MTD2644,Prorocentrum minimum,growth rate,0.28,day^-1,3.24074e-06,s^-1,13.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,3.240740740740741e-06
21745,MTD2644,Prorocentrum minimum,growth rate,0.24,day^-1,2.77778e-06,s^-1,13.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,2.7777777777777775e-06
21746,MTD2644,Prorocentrum minimum,growth rate,0.48,day^-1,5.55556e-06,s^-1,13.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,5.555555555555555e-06
21747,MTD2644,Prorocentrum minimum,growth rate,0.2,day^-1,2.31481e-06,s^-1,13.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,2.3148148148148148e-06
21748,MTD2644,Prorocentrum minimum,growth rate,0.13,day^-1,1.50463e-06,s^-1,13.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,1.5046296296296296e-06
21749,MTD2644,Prorocentrum minimum,growth rate,0.21,day^-1,2.43056e-06,s^-1,13.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,2.4305555555555557e-06
21750,MTD2644,Prorocentrum minimum,growth rate,0.33,day^-1,3.8194400000000005e-06,s^-1,13.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,3.819444444444444e-06
21751,MTD2644,Prorocentrum minimum,growth rate,0.43,day^-1,4.97685e-06,s^-1,13.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,4.976851851851851e-06
21752,MTD2644,Prorocentrum minimum,growth rate,0.38,day^-1,4.3981499999999996e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,4.398148148148148e-06
21753,MTD2644,Prorocentrum minimum,growth rate,0.43,day^-1,4.97685e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,4.976851851851851e-06
21754,MTD2644,Prorocentrum minimum,growth rate,0.41,day^-1,4.74537e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,4.7453703703703705e-06
21755,MTD2644,Prorocentrum minimum,growth rate,0.59,day^-1,6.8287e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,6.828703703703703e-06
21756,MTD2644,Prorocentrum minimum,growth rate,0.3,day^-1,3.4722199999999997e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,3.472222222222222e-06
21757,MTD2644,Prorocentrum minimum,growth rate,0.5,day^-1,5.787000000000001e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,5.787037037037037e-06
21758,MTD2644,Prorocentrum minimum,growth rate,0.53,day^-1,6.13426e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,6.134259259259259e-06
21759,MTD2644,Prorocentrum minimum,growth rate,0.63,day^-1,7.291669999999999e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,7.291666666666667e-06
21760,MTD2644,Prorocentrum minimum,growth rate,0.4,day^-1,4.62963e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,4.6296296296296296e-06
21761,MTD2644,Prorocentrum minimum,growth rate,0.73,day^-1,8.44907e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,8.449074074074074e-06
21762,MTD2644,Prorocentrum minimum,growth rate,0.63,day^-1,7.291669999999999e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,7.291666666666667e-06
21763,MTD2644,Prorocentrum minimum,growth rate,0.6,day^-1,6.944439999999999e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,6.944444444444444e-06
21764,MTD2644,Prorocentrum minimum,growth rate,0.46,day^-1,5.324069999999999e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,5.324074074074074e-06
21765,MTD2644,Prorocentrum minimum,growth rate,0.66,day^-1,7.638889999999998e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,7.638888888888888e-06
21766,MTD2644,Prorocentrum minimum,growth rate,0.55,day^-1,6.365740000000001e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,6.365740740740741e-06
21767,MTD2644,Prorocentrum minimum,growth rate,0.68,day^-1,7.87037e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,7.87037037037037e-06
21768,MTD2644,Prorocentrum minimum,growth rate,0.48,day^-1,5.55556e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,5.555555555555555e-06
21769,MTD2644,Prorocentrum minimum,growth rate,0.61,day^-1,7.06018e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,7.060185185185185e-06
21770,MTD2644,Prorocentrum minimum,growth rate,0.59,day^-1,6.8287e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,6.828703703703703e-06
21771,MTD2644,Prorocentrum minimum,growth rate,0.64,day^-1,7.407410000000001e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,7.4074074074074075e-06
21772,MTD2644,Prorocentrum minimum,growth rate,0.58,day^-1,6.713e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,6.712962962962962e-06
21773,MTD2644,Prorocentrum minimum,growth rate,0.53,day^-1,6.13426e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,6.134259259259259e-06
21774,MTD2644,Prorocentrum minimum,growth rate,0.7,day^-1,8.10185e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,8.101851851851852e-06
21775,MTD2644,Prorocentrum minimum,growth rate,0.56,day^-1,6.48148e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,6.481481481481482e-06
21776,MTD2644,Prorocentrum minimum,growth rate,0.7,day^-1,8.10185e-06,s^-1,22.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,8.101851851851852e-06
21777,MTD2644,Prorocentrum minimum,growth rate,0.48,day^-1,5.55556e-06,s^-1,22.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,5.555555555555555e-06
21778,MTD2644,Prorocentrum minimum,growth rate,0.62,day^-1,7.175930000000001e-06,s^-1,22.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,7.175925925925926e-06
21779,MTD2644,Prorocentrum minimum,growth rate,0.72,day^-1,8.33333e-06,s^-1,22.0,celsius,Chromista,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,minimum,2.07e-15,m^3,8.333333333333334e-06
