,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,StandardisedTraits
17197,MTD2056,Paraphysomonas imperforata,Population Growth Rate,1.37,event / (1 individual * 24 hour),1.58564814814815e-05,event / (individual * second),14.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Ochromonadales,Scarabaeoidea,Paraphysomonas,imperforata,7.2199999999999995e-12,kilogram,
17198,MTD2056,Paraphysomonas imperforata,Population Growth Rate,1.92,event / (1 individual * 24 hour),2.22222222222222e-05,event / (individual * second),18.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Ochromonadales,Scarabaeoidea,Paraphysomonas,imperforata,7.2199999999999995e-12,kilogram,
17199,MTD2056,Paraphysomonas imperforata,Population Growth Rate,2.52,event / (1 individual * 24 hour),2.91666666666667e-05,event / (individual * second),22.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Ochromonadales,Scarabaeoidea,Paraphysomonas,imperforata,7.2199999999999995e-12,kilogram,
17200,MTD2056,Paraphysomonas imperforata,Population Growth Rate,4.04,event / (1 individual * 24 hour),4.6759259259259295e-05,event / (individual * second),26.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Ochromonadales,Scarabaeoidea,Paraphysomonas,imperforata,7.2199999999999995e-12,kilogram,
17653,MTD2073,Paraphysomonas imperforata,Population Growth Rate,0.3743,event / (1 individual * 24 hour),4.33217592592593e-06,event / (individual * second),0.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Ochromonadales,Scarabaeoidea,Paraphysomonas,imperforata,,,
17654,MTD2073,Paraphysomonas imperforata,Population Growth Rate,1.4727,event / (1 individual * 24 hour),1.7045138888888902e-05,event / (individual * second),5.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Ochromonadales,Scarabaeoidea,Paraphysomonas,imperforata,,,
17655,MTD2073,Paraphysomonas imperforata,Population Growth Rate,2.197,event / (1 individual * 24 hour),2.5428240740740698e-05,event / (individual * second),10.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Ochromonadales,Scarabaeoidea,Paraphysomonas,imperforata,,,
17656,MTD2073,Paraphysomonas imperforata,Population Growth Rate,4.1421,event / (1 individual * 24 hour),4.79409722222222e-05,event / (individual * second),15.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Ochromonadales,Scarabaeoidea,Paraphysomonas,imperforata,,,
17657,MTD2073,Paraphysomonas imperforata,Population Growth Rate,3.984,event / (1 individual * 24 hour),4.61111111111111e-05,event / (individual * second),20.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Ochromonadales,Scarabaeoidea,Paraphysomonas,imperforata,,,
17847,MTD2100,Caulerpa serrulata,Individual Mass Growth Rate,0.0771,milligram (body mass - wet) / (1 individual * 24 hour),8.923611111111109e-13,kilogram / (individual * second),5.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,8.92361111111111e-13
17848,MTD2100,Caulerpa serrulata,Individual Mass Growth Rate,0.9247,milligram (body mass - wet) / (1 individual * 24 hour),1.0702546296296301e-11,kilogram / (individual * second),10.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,1.0702546296296295e-11
17849,MTD2100,Caulerpa serrulata,Individual Mass Growth Rate,1.8761,milligram (body mass - wet) / (1 individual * 24 hour),2.1714120370370396e-11,kilogram / (individual * second),15.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,2.171412037037037e-11
17850,MTD2100,Caulerpa serrulata,Individual Mass Growth Rate,3.503,milligram (body mass - wet) / (1 individual * 24 hour),4.05439814814815e-11,kilogram / (individual * second),20.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,4.054398148148148e-11
17851,MTD2100,Caulerpa serrulata,Individual Mass Growth Rate,4.6104,milligram (body mass - wet) / (1 individual * 24 hour),5.33611111111111e-11,kilogram / (individual * second),25.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,5.336111111111111e-11
17852,MTD2100,Caulerpa serrulata,Individual Mass Growth Rate,5.0078,milligram (body mass - wet) / (1 individual * 24 hour),5.79606481481481e-11,kilogram / (individual * second),30.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,5.7960648148148143e-11
17853,MTD2100,Caulerpa serrulata,Individual Mass Growth Rate,3.0675,milligram (body mass - wet) / (1 individual * 24 hour),3.55034722222222e-11,kilogram / (individual * second),35.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,3.550347222222222e-11
18087,MTD2136,Selenastrum minutum,Population Growth Rate,0.72,event / (1 individual * 24 hour),8.33333333333333e-06,event / (individual * second),15.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Selenastrum,minutum,,,
18088,MTD2136,Selenastrum minutum,Population Growth Rate,0.98,event / (1 individual * 24 hour),1.13425925925926e-05,event / (individual * second),20.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Selenastrum,minutum,,,
18089,MTD2136,Selenastrum minutum,Population Growth Rate,1.36,event / (1 individual * 24 hour),1.57407407407407e-05,event / (individual * second),25.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Selenastrum,minutum,,,
18090,MTD2136,Selenastrum minutum,Population Growth Rate,1.55,event / (1 individual * 24 hour),1.79398148148148e-05,event / (individual * second),30.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Selenastrum,minutum,,,
18091,MTD2136,Selenastrum minutum,Population Growth Rate,1.73,event / (1 individual * 24 hour),2.00231481481481e-05,event / (individual * second),35.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Selenastrum,minutum,,,
18092,MTD2137,Coelastrum microporum,Population Growth Rate,0.47,event / (1 individual * 24 hour),5.43981481481481e-06,event / (individual * second),15.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Coelastrum,microporum,,,
18093,MTD2137,Coelastrum microporum,Population Growth Rate,0.75,event / (1 individual * 24 hour),8.68055555555556e-06,event / (individual * second),20.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Coelastrum,microporum,,,
18094,MTD2137,Coelastrum microporum,Population Growth Rate,1.16,event / (1 individual * 24 hour),1.34259259259259e-05,event / (individual * second),25.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Coelastrum,microporum,,,
18095,MTD2137,Coelastrum microporum,Population Growth Rate,1.59,event / (1 individual * 24 hour),1.8402777777777802e-05,event / (individual * second),30.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Coelastrum,microporum,,,
18096,MTD2137,Coelastrum microporum,Population Growth Rate,1.64,event / (1 individual * 24 hour),1.89814814814815e-05,event / (individual * second),35.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Coelastrum,microporum,,,
18097,MTD2138,Cosmarium subprotumidum,Population Growth Rate,0.048,event / (1 individual * 24 hour),5.55555555555556e-07,event / (individual * second),15.0,celsius,Plantae,Charophyta,Zygnemophyceae,Desmidiales,Desmidiaceae,Cosmarium,subprotumidum,,,
18098,MTD2138,Cosmarium subprotumidum,Population Growth Rate,0.44,event / (1 individual * 24 hour),5.092592592592591e-06,event / (individual * second),20.0,celsius,Plantae,Charophyta,Zygnemophyceae,Desmidiales,Desmidiaceae,Cosmarium,subprotumidum,,,
18099,MTD2138,Cosmarium subprotumidum,Population Growth Rate,0.7,event / (1 individual * 24 hour),8.101851851851849e-06,event / (individual * second),25.0,celsius,Plantae,Charophyta,Zygnemophyceae,Desmidiales,Desmidiaceae,Cosmarium,subprotumidum,,,
18100,MTD2138,Cosmarium subprotumidum,Population Growth Rate,0.88,event / (1 individual * 24 hour),1.01851851851852e-05,event / (individual * second),30.0,celsius,Plantae,Charophyta,Zygnemophyceae,Desmidiales,Desmidiaceae,Cosmarium,subprotumidum,,,
18101,MTD2138,Cosmarium subprotumidum,Population Growth Rate,1.0,event / (1 individual * 24 hour),1.1574074074074099e-05,event / (individual * second),35.0,celsius,Plantae,Charophyta,Zygnemophyceae,Desmidiales,Desmidiaceae,Cosmarium,subprotumidum,,,
18311,MTD2171,Chlorella vulgaris,Population Growth Rate,0.4181,event / (1 individual * 24 hour),4.839120370370369e-06,event / (individual * second),10.0,celsius,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,vulgaris,,,
18312,MTD2171,Chlorella vulgaris,Population Growth Rate,0.772,event / (1 individual * 24 hour),8.935185185185181e-06,event / (individual * second),15.0,celsius,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,vulgaris,,,
18313,MTD2171,Chlorella vulgaris,Population Growth Rate,0.9978,event / (1 individual * 24 hour),1.1548611111111099e-05,event / (individual * second),20.0,celsius,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,vulgaris,,,
18314,MTD2171,Chlorella vulgaris,Population Growth Rate,1.1201,event / (1 individual * 24 hour),1.29641203703704e-05,event / (individual * second),25.0,celsius,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,vulgaris,,,
18315,MTD2171,Chlorella vulgaris,Population Growth Rate,1.2824,event / (1 individual * 24 hour),1.4842592592592599e-05,event / (individual * second),30.0,celsius,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,vulgaris,,,
18316,MTD2171,Chlorella vulgaris,Population Growth Rate,1.1482,event / (1 individual * 24 hour),1.32893518518519e-05,event / (individual * second),35.0,celsius,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,vulgaris,,,
18317,MTD2172,Staurastrum pingue,Population Growth Rate,0.2276,event / (1 individual * 24 hour),2.6342592592592603e-06,event / (individual * second),10.0,celsius,Plantae,Charophyta,Zygnemophyceae,Desmidiales,Desmidiaceae,Staurastrum,pingue,,,
18318,MTD2172,Staurastrum pingue,Population Growth Rate,0.4062,event / (1 individual * 24 hour),4.70138888888889e-06,event / (individual * second),15.0,celsius,Plantae,Charophyta,Zygnemophyceae,Desmidiales,Desmidiaceae,Staurastrum,pingue,,,
18319,MTD2172,Staurastrum pingue,Population Growth Rate,0.5157,event / (1 individual * 24 hour),5.96875e-06,event / (individual * second),20.0,celsius,Plantae,Charophyta,Zygnemophyceae,Desmidiales,Desmidiaceae,Staurastrum,pingue,,,
18320,MTD2172,Staurastrum pingue,Population Growth Rate,0.752,event / (1 individual * 24 hour),8.7037037037037e-06,event / (individual * second),25.0,celsius,Plantae,Charophyta,Zygnemophyceae,Desmidiales,Desmidiaceae,Staurastrum,pingue,,,
18321,MTD2172,Staurastrum pingue,Population Growth Rate,0.6533,event / (1 individual * 24 hour),7.5613425925925904e-06,event / (individual * second),30.0,celsius,Plantae,Charophyta,Zygnemophyceae,Desmidiales,Desmidiaceae,Staurastrum,pingue,,,
18322,MTD2172,Staurastrum pingue,Population Growth Rate,0.491,event / (1 individual * 24 hour),5.6828703703703695e-06,event / (individual * second),35.0,celsius,Plantae,Charophyta,Zygnemophyceae,Desmidiales,Desmidiaceae,Staurastrum,pingue,,,
18323,MTD2173,Fragilaria crotonensis,Population Growth Rate,0.2276,event / (1 individual * 24 hour),2.6342592592592603e-06,event / (individual * second),10.0,celsius,Chromista,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,crotonensis,,,
18324,MTD2173,Fragilaria crotonensis,Population Growth Rate,0.3052,event / (1 individual * 24 hour),3.53240740740741e-06,event / (individual * second),15.0,celsius,Chromista,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,crotonensis,,,
18325,MTD2173,Fragilaria crotonensis,Population Growth Rate,0.4485,event / (1 individual * 24 hour),5.19097222222222e-06,event / (individual * second),20.0,celsius,Chromista,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,crotonensis,,,
18326,MTD2173,Fragilaria crotonensis,Population Growth Rate,0.5838,event / (1 individual * 24 hour),6.756944444444439e-06,event / (individual * second),25.0,celsius,Chromista,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,crotonensis,,,
18327,MTD2173,Fragilaria crotonensis,Population Growth Rate,0.4216,event / (1 individual * 24 hour),4.8796296296296306e-06,event / (individual * second),30.0,celsius,Chromista,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,crotonensis,,,
18328,MTD2173,Fragilaria crotonensis,Population Growth Rate,0.2146,event / (1 individual * 24 hour),2.4837962962962997e-06,event / (individual * second),35.0,celsius,Chromista,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,crotonensis,,,
20134,MTD2428,Actinocyclus octonarius,growth rate,0.26,day^-1,3.00926e-06,s^-1,12.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,octonarius,3.74e-13,m^3,
20135,MTD2428,Actinocyclus octonarius,growth rate,0.55,day^-1,6.365740000000001e-06,s^-1,20.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,octonarius,1.7899999999999997e-13,m^3,
20136,MTD2428,Actinocyclus octonarius,growth rate,0.41,day^-1,4.74537e-06,s^-1,26.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,octonarius,3.07e-13,m^3,
20137,MTD2428,Actinocyclus octonarius,growth rate,0.79,day^-1,9.14352e-06,s^-1,30.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,octonarius,1.8899999999999998e-13,m^3,
20139,MTD2429,Actinoptychus senarius,growth rate,0.14,day^-1,1.62037e-06,s^-1,6.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Heliopeltaceae,Actinoptychus,senarius,3.7200000000000003e-13,m^3,
20140,MTD2429,Actinoptychus senarius,growth rate,0.35,day^-1,4.05093e-06,s^-1,12.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Heliopeltaceae,Actinoptychus,senarius,3.3799999999999997e-13,m^3,
20141,MTD2429,Actinoptychus senarius,growth rate,0.38,day^-1,4.3981499999999996e-06,s^-1,16.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Heliopeltaceae,Actinoptychus,senarius,3.7e-13,m^3,
20142,MTD2429,Actinoptychus senarius,growth rate,0.57,day^-1,6.59722e-06,s^-1,20.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Heliopeltaceae,Actinoptychus,senarius,1.13e-12,m^3,
20143,MTD2429,Actinoptychus senarius,growth rate,0.73,day^-1,8.44907e-06,s^-1,30.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Heliopeltaceae,Actinoptychus,senarius,1.09e-12,m^3,
20147,MTD2430,Akashiwo sanguinea,growth rate,0.14,day^-1,1.62037e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,
20148,MTD2430,Akashiwo sanguinea,growth rate,0.16,day^-1,1.8518500000000001e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,
20149,MTD2430,Akashiwo sanguinea,growth rate,0.16,day^-1,1.8518500000000001e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,
20150,MTD2430,Akashiwo sanguinea,growth rate,0.25,day^-1,2.8935200000000005e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,
20151,MTD2430,Akashiwo sanguinea,growth rate,0.25,day^-1,2.8935200000000005e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,
20152,MTD2430,Akashiwo sanguinea,growth rate,0.26,day^-1,3.00926e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,
20153,MTD2430,Akashiwo sanguinea,growth rate,0.24,day^-1,2.77778e-06,s^-1,24.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,
20154,MTD2430,Akashiwo sanguinea,growth rate,0.25,day^-1,2.8935200000000005e-06,s^-1,24.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,
20155,MTD2430,Akashiwo sanguinea,growth rate,0.26,day^-1,3.00926e-06,s^-1,24.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,
20156,MTD2430,Akashiwo sanguinea,growth rate,0.21,day^-1,2.43056e-06,s^-1,27.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,
20157,MTD2430,Akashiwo sanguinea,growth rate,0.26,day^-1,3.00926e-06,s^-1,27.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,
20158,MTD2430,Akashiwo sanguinea,growth rate,0.3,day^-1,3.4722199999999997e-06,s^-1,27.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sanguineum,1.3200000000000002e-13,m^3,
20162,MTD2431,Alexandrium catenella,growth rate,0.48,day^-1,5.55556e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,catenella,9.740000000000001e-15,m^3,
20163,MTD2431,Alexandrium catenella,growth rate,0.47,day^-1,5.43981e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,catenella,9.740000000000001e-15,m^3,
20164,MTD2431,Alexandrium catenella,growth rate,0.45,day^-1,5.208330000000001e-06,s^-1,21.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,catenella,9.740000000000001e-15,m^3,
20165,MTD2431,Alexandrium catenella,growth rate,0.62,day^-1,7.175930000000001e-06,s^-1,24.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,catenella,9.740000000000001e-15,m^3,
20166,MTD2431,Alexandrium catenella,growth rate,0.85,day^-1,9.838e-06,s^-1,27.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,catenella,9.740000000000001e-15,m^3,
20167,MTD2431,Alexandrium catenella,growth rate,0.32,day^-1,3.7037000000000002e-06,s^-1,30.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,catenella,9.740000000000001e-15,m^3,
20168,MTD2432,Alexandrium catenella,growth rate,0.12,day^-1,1.38889e-06,s^-1,10.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,catenella,9.740000000000001e-15,m^3,
20169,MTD2432,Alexandrium catenella,growth rate,0.08,day^-1,9.259260000000001e-07,s^-1,12.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,catenella,9.740000000000001e-15,m^3,
20170,MTD2432,Alexandrium catenella,growth rate,0.21,day^-1,2.43056e-06,s^-1,14.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,catenella,9.740000000000001e-15,m^3,
20171,MTD2432,Alexandrium catenella,growth rate,0.07,day^-1,8.10185e-07,s^-1,16.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,catenella,9.740000000000001e-15,m^3,
20172,MTD2433,Alexandrium fundyense strain BoF,growth rate,0.083,day^-1,9.60648e-07,s^-1,5.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,fundyense,1.18e-14,m^3,
20173,MTD2433,Alexandrium fundyense strain BoF,growth rate,0.124,day^-1,1.43519e-06,s^-1,10.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,fundyense,1.18e-14,m^3,
20174,MTD2433,Alexandrium fundyense strain BoF,growth rate,0.28,day^-1,3.24074e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,fundyense,1.18e-14,m^3,
20175,MTD2433,Alexandrium fundyense strain BoF,growth rate,0.15,day^-1,1.7361099999999998e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,fundyense,1.18e-14,m^3,
20177,MTD2434,Alexandrium fundyense strain MI,growth rate,0.1,day^-1,1.15741e-06,s^-1,5.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,fundyense,1.18e-14,m^3,
20178,MTD2434,Alexandrium fundyense strain MI,growth rate,0.15,day^-1,1.7361099999999998e-06,s^-1,10.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,fundyense,1.18e-14,m^3,
20179,MTD2434,Alexandrium fundyense strain MI,growth rate,0.46,day^-1,5.324069999999999e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,fundyense,1.18e-14,m^3,
20180,MTD2434,Alexandrium fundyense strain MI,growth rate,0.28,day^-1,3.24074e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,fundyense,1.18e-14,m^3,
20182,MTD2435,Alexandrium minutum,growth rate,0.1,day^-1,1.15741e-06,s^-1,12.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,minutum,9.61e-15,m^3,
20183,MTD2435,Alexandrium minutum,growth rate,0.27,day^-1,3.125e-06,s^-1,16.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,minutum,9.61e-15,m^3,
20184,MTD2435,Alexandrium minutum,growth rate,0.3,day^-1,3.4722199999999997e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,minutum,9.61e-15,m^3,
20185,MTD2435,Alexandrium minutum,growth rate,0.29,day^-1,3.3564800000000003e-06,s^-1,25.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,minutum,9.61e-15,m^3,
20187,MTD2436,Alexandrium monilatum,growth rate,0.34,day^-1,3.93519e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,monilatum,6.02e-14,m^3,
20188,MTD2436,Alexandrium monilatum,growth rate,0.64,day^-1,7.407410000000001e-06,s^-1,25.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,monilatum,6.02e-14,m^3,
20189,MTD2436,Alexandrium monilatum,growth rate,0.65,day^-1,7.52315e-06,s^-1,31.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,monilatum,6.02e-14,m^3,
20191,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.06,day^-1,6.94444e-07,s^-1,11.3,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,2.82e-14,m^3,
20192,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.06,day^-1,6.94444e-07,s^-1,11.4,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,2.82e-14,m^3,
20193,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.15,day^-1,1.7361099999999998e-06,s^-1,16.3,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,1.85e-14,m^3,
20194,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.16,day^-1,1.8518500000000001e-06,s^-1,16.4,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,1.85e-14,m^3,
20195,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.22,day^-1,2.5463e-06,s^-1,20.3,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,1.44e-14,m^3,
20196,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.21,day^-1,2.43056e-06,s^-1,20.6,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,1.44e-14,m^3,
20197,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.16,day^-1,1.8518500000000001e-06,s^-1,23.5,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,1.44e-14,m^3,
20198,MTD2437,Alexandrium ostenfeldii clone LF-37,growth rate,0.15,day^-1,1.7361099999999998e-06,s^-1,23.7,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Alexandrium,ostenfeldii,1.44e-14,m^3,
20201,MTD2438,Amphidinium klebsii,growth rate,0.06,day^-1,6.94444e-07,s^-1,19.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,klebsii,1.11e-14,m^3,
20202,MTD2438,Amphidinium klebsii,growth rate,0.14,day^-1,1.62037e-06,s^-1,21.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,klebsii,1.11e-14,m^3,
20203,MTD2438,Amphidinium klebsii,growth rate,0.21,day^-1,2.43056e-06,s^-1,23.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,klebsii,1.11e-14,m^3,
20204,MTD2438,Amphidinium klebsii,growth rate,0.25,day^-1,2.8935200000000005e-06,s^-1,25.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,klebsii,1.11e-14,m^3,
20205,MTD2438,Amphidinium klebsii,growth rate,0.37,day^-1,4.28241e-06,s^-1,27.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,klebsii,1.11e-14,m^3,
20206,MTD2438,Amphidinium klebsii,growth rate,0.34,day^-1,3.93519e-06,s^-1,29.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,klebsii,1.11e-14,m^3,
