,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,StandardisedTraits
20908,MTD2527,Eudorina californica,growth rate,0.26,day^-1,3.00926e-06,s^-1,24.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Volvocaceae,Eudorina,californica,4.189e-15,m^3,
20909,MTD2527,Eudorina californica,growth rate,0.16,day^-1,1.8518500000000001e-06,s^-1,30.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Volvocaceae,Eudorina,californica,4.189e-15,m^3,
20912,MTD2528,Fibrocapsa japonica strain CAWR-19,growth rate,0.11,day^-1,1.27315e-06,s^-1,10.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,7.720000000000001e-15,m^3,
20913,MTD2528,Fibrocapsa japonica strain CAWR-19,growth rate,0.18,day^-1,2.08333e-06,s^-1,13.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,5.74e-15,m^3,
20914,MTD2528,Fibrocapsa japonica strain CAWR-19,growth rate,0.24,day^-1,2.77778e-06,s^-1,17.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,4.41e-15,m^3,
20915,MTD2528,Fibrocapsa japonica strain CAWR-19,growth rate,0.29,day^-1,3.3564800000000003e-06,s^-1,21.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,3.8e-15,m^3,
20916,MTD2528,Fibrocapsa japonica strain CAWR-19,growth rate,0.31,day^-1,3.588e-06,s^-1,25.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,2.68e-15,m^3,
20917,MTD2528,Fibrocapsa japonica strain CAWR-19,growth rate,0.25,day^-1,2.8935200000000005e-06,s^-1,28.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,2.68e-15,m^3,
20918,MTD2528,Fibrocapsa japonica strain CAWR-19,growth rate,0.27,day^-1,3.125e-06,s^-1,29.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,2.8300000000000002e-15,m^3,
20919,MTD2528,Fibrocapsa japonica strain CAWR-19,growth rate,0.11,day^-1,1.27315e-06,s^-1,32.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,3.1899999999999998e-15,m^3,
20922,MTD2529,Fibrocapsa japonica strain CCRuG-C13,growth rate,0.19,day^-1,2.1990700000000003e-06,s^-1,12.5,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,5.17e-15,m^3,
20923,MTD2529,Fibrocapsa japonica strain CCRuG-C13,growth rate,0.32,day^-1,3.7037000000000002e-06,s^-1,16.5,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,4.020000000000001e-15,m^3,
20924,MTD2529,Fibrocapsa japonica strain CCRuG-C13,growth rate,0.36,day^-1,4.16667e-06,s^-1,21.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,3.1899999999999998e-15,m^3,
20925,MTD2529,Fibrocapsa japonica strain CCRuG-C13,growth rate,0.4,day^-1,4.62963e-06,s^-1,24.5,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,3.01e-15,m^3,
20926,MTD2529,Fibrocapsa japonica strain CCRuG-C13,growth rate,0.31,day^-1,3.588e-06,s^-1,27.5,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,2.8600000000000003e-15,m^3,
20927,MTD2529,Fibrocapsa japonica strain CCRuG-C13,growth rate,0.3,day^-1,3.4722199999999997e-06,s^-1,29.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,3.0399999999999997e-15,m^3,
20930,MTD2530,Fibrocapsa japonica strain CS-332,growth rate,0.09,day^-1,1.04167e-06,s^-1,12.5,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,6.1799999999999994e-15,m^3,
20931,MTD2530,Fibrocapsa japonica strain CS-332,growth rate,0.22,day^-1,2.5463e-06,s^-1,16.5,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,5.24e-15,m^3,
20932,MTD2530,Fibrocapsa japonica strain CS-332,growth rate,0.34,day^-1,3.93519e-06,s^-1,21.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,4.379999999999999e-15,m^3,
20933,MTD2530,Fibrocapsa japonica strain CS-332,growth rate,0.36,day^-1,4.16667e-06,s^-1,24.5,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,3.3e-15,m^3,
20934,MTD2530,Fibrocapsa japonica strain CS-332,growth rate,0.23,day^-1,2.662e-06,s^-1,27.5,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,3.0399999999999997e-15,m^3,
20935,MTD2530,Fibrocapsa japonica strain CS-332,growth rate,0.17,day^-1,1.96759e-06,s^-1,29.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,3.4e-15,m^3,
20937,MTD2531,Fibrocapsa japonica,growth rate,0.23,day^-1,2.662e-06,s^-1,10.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,4.379999999999999e-15,m^3,
20938,MTD2531,Fibrocapsa japonica,growth rate,0.43,day^-1,4.97685e-06,s^-1,15.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,4.379999999999999e-15,m^3,
20939,MTD2531,Fibrocapsa japonica,growth rate,0.45,day^-1,5.208330000000001e-06,s^-1,20.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,4.379999999999999e-15,m^3,
20940,MTD2531,Fibrocapsa japonica,growth rate,0.46,day^-1,5.324069999999999e-06,s^-1,25.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,4.379999999999999e-15,m^3,
20941,MTD2531,Fibrocapsa japonica,growth rate,0.28,day^-1,3.24074e-06,s^-1,30.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,4.379999999999999e-15,m^3,
20942,MTD2532,Fragilaria barbararum,growth rate,0.32,day^-1,3.7037000000000002e-06,s^-1,0.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,barbararum,1.46e-16,m^3,
20943,MTD2532,Fragilaria barbararum,growth rate,0.56,day^-1,6.48148e-06,s^-1,5.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,barbararum,1.46e-16,m^3,
20944,MTD2532,Fragilaria barbararum,growth rate,0.89,day^-1,1.03009e-05,s^-1,10.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,barbararum,1.46e-16,m^3,
20945,MTD2532,Fragilaria barbararum,growth rate,0.97,day^-1,1.1226900000000001e-05,s^-1,15.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,barbararum,1.46e-16,m^3,
20946,MTD2533,Fragilaria striatula,growth rate,0.34,day^-1,3.93519e-06,s^-1,0.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Grammonema,striatula,6.339999999999999e-16,m^3,
20947,MTD2533,Fragilaria striatula,growth rate,0.62,day^-1,7.175930000000001e-06,s^-1,5.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Grammonema,striatula,6.339999999999999e-16,m^3,
20948,MTD2533,Fragilaria striatula,growth rate,1.2,day^-1,1.3888900000000002e-05,s^-1,10.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Grammonema,striatula,6.339999999999999e-16,m^3,
20949,MTD2533,Fragilaria striatula,growth rate,1.24,day^-1,1.43519e-05,s^-1,15.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Grammonema,striatula,6.339999999999999e-16,m^3,
20950,MTD2534,Fragilariopsis cylindrus,growth rate,0.49,day^-1,5.6713e-06,s^-1,0.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,cylindrus,2.36e-17,m^3,
20951,MTD2534,Fragilariopsis cylindrus,growth rate,0.54,day^-1,6.25e-06,s^-1,0.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,cylindrus,2.36e-17,m^3,
20952,MTD2534,Fragilariopsis cylindrus,growth rate,0.45,day^-1,5.208330000000001e-06,s^-1,3.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,cylindrus,2.36e-17,m^3,
20953,MTD2534,Fragilariopsis cylindrus,growth rate,0.49,day^-1,5.6713e-06,s^-1,3.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,cylindrus,2.36e-17,m^3,
20954,MTD2534,Fragilariopsis cylindrus,growth rate,0.54,day^-1,6.25e-06,s^-1,5.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,cylindrus,2.36e-17,m^3,
20955,MTD2534,Fragilariopsis cylindrus,growth rate,0.59,day^-1,6.8287e-06,s^-1,5.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,cylindrus,2.36e-17,m^3,
20956,MTD2534,Fragilariopsis cylindrus,growth rate,0.38,day^-1,4.3981499999999996e-06,s^-1,7.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,cylindrus,2.36e-17,m^3,
20957,MTD2534,Fragilariopsis cylindrus,growth rate,0.47,day^-1,5.43981e-06,s^-1,7.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,cylindrus,2.36e-17,m^3,
20958,MTD2534,Fragilariopsis cylindrus,growth rate,0.39,day^-1,4.51389e-06,s^-1,9.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,cylindrus,2.36e-17,m^3,
20959,MTD2534,Fragilariopsis cylindrus,growth rate,0.47,day^-1,5.43981e-06,s^-1,9.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,cylindrus,2.36e-17,m^3,
20962,MTD2535,Fragilariopsis kerguelensis,growth rate,0.38,day^-1,4.3981499999999996e-06,s^-1,0.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,kerguelensis,8.25e-16,m^3,
20963,MTD2535,Fragilariopsis kerguelensis,growth rate,0.39,day^-1,4.51389e-06,s^-1,0.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,kerguelensis,8.25e-16,m^3,
20964,MTD2535,Fragilariopsis kerguelensis,growth rate,0.4,day^-1,4.62963e-06,s^-1,3.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,kerguelensis,8.25e-16,m^3,
20965,MTD2535,Fragilariopsis kerguelensis,growth rate,0.44,day^-1,5.09259e-06,s^-1,3.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,kerguelensis,8.25e-16,m^3,
20966,MTD2535,Fragilariopsis kerguelensis,growth rate,0.49,day^-1,5.6713e-06,s^-1,4.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,kerguelensis,8.25e-16,m^3,
20967,MTD2535,Fragilariopsis kerguelensis,growth rate,0.54,day^-1,6.25e-06,s^-1,4.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,kerguelensis,8.25e-16,m^3,
20968,MTD2535,Fragilariopsis kerguelensis,growth rate,0.2,day^-1,2.31481e-06,s^-1,7.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,kerguelensis,8.25e-16,m^3,
20969,MTD2535,Fragilariopsis kerguelensis,growth rate,0.25,day^-1,2.8935200000000005e-06,s^-1,7.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,kerguelensis,8.25e-16,m^3,
20973,MTD2536,Gambierdiscus toxicus,growth rate,0.03,day^-1,3.47222e-07,s^-1,21.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Gambierdiscus,toxicus,8.41e-14,m^3,
20974,MTD2536,Gambierdiscus toxicus,growth rate,0.08,day^-1,9.259260000000001e-07,s^-1,23.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Gambierdiscus,toxicus,8.41e-14,m^3,
20975,MTD2536,Gambierdiscus toxicus,growth rate,0.1,day^-1,1.15741e-06,s^-1,25.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Gambierdiscus,toxicus,8.41e-14,m^3,
20976,MTD2536,Gambierdiscus toxicus,growth rate,0.12,day^-1,1.38889e-06,s^-1,27.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Gambierdiscus,toxicus,8.41e-14,m^3,
20977,MTD2536,Gambierdiscus toxicus,growth rate,0.16,day^-1,1.8518500000000001e-06,s^-1,29.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Gambierdiscus,toxicus,8.41e-14,m^3,
20978,MTD2536,Gambierdiscus toxicus,growth rate,0.08,day^-1,9.259260000000001e-07,s^-1,31.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Gambierdiscus,toxicus,8.41e-14,m^3,
20979,MTD2536,Gambierdiscus toxicus,growth rate,0.03,day^-1,3.47222e-07,s^-1,33.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Goniodomataceae,Gambierdiscus,toxicus,8.41e-14,m^3,
20982,MTD2537,"Gephyrocapsa oceanica strain AB1, CAWPOT",growth rate,0.43,day^-1,4.97685e-06,s^-1,12.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,4.8e-17,m^3,
20983,MTD2537,"Gephyrocapsa oceanica strain AB1, CAWPOT",growth rate,0.47,day^-1,5.43981e-06,s^-1,15.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,4.8e-17,m^3,
20984,MTD2537,"Gephyrocapsa oceanica strain AB1, CAWPOT",growth rate,0.81,day^-1,9.375e-06,s^-1,18.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,4.8e-17,m^3,
20985,MTD2537,"Gephyrocapsa oceanica strain AB1, CAWPOT",growth rate,0.88,day^-1,1.01852e-05,s^-1,21.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,4.8e-17,m^3,
20986,MTD2537,"Gephyrocapsa oceanica strain AB1, CAWPOT",growth rate,0.93,day^-1,1.07639e-05,s^-1,24.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,4.8e-17,m^3,
20987,MTD2537,"Gephyrocapsa oceanica strain AB1, CAWPOT",growth rate,0.74,day^-1,8.56481e-06,s^-1,27.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,4.8e-17,m^3,
20988,MTD2537,"Gephyrocapsa oceanica strain AB1, CAWPOT",growth rate,0.91,day^-1,1.05324e-05,s^-1,27.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,4.8e-17,m^3,
20990,MTD2538,"Gephyrocapsa oceanica strain AB1, CAWPOT",growth rate,0.58,day^-1,6.713e-06,s^-1,10.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,4.8e-17,m^3,
20991,MTD2538,"Gephyrocapsa oceanica strain AB1, CAWPOT",growth rate,1.03,day^-1,1.19213e-05,s^-1,15.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,4.8e-17,m^3,
20992,MTD2538,"Gephyrocapsa oceanica strain AB1, CAWPOT",growth rate,1.18,day^-1,1.36574e-05,s^-1,20.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,4.8e-17,m^3,
20993,MTD2538,"Gephyrocapsa oceanica strain AB1, CAWPOT",growth rate,0.94,day^-1,1.08796e-05,s^-1,25.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,4.8e-17,m^3,
20996,MTD2539,Gonatozygon monotaenium,growth rate,0.2,day^-1,2.31481e-06,s^-1,14.0,celsius,Plantae,Charophyta,Conjugatophyceae,Desmidiales,Gonatozygaceae,Gonatozygon,monotaenium,2.8556e-14,m^3,
20997,MTD2539,Gonatozygon monotaenium,growth rate,0.19,day^-1,2.1990700000000003e-06,s^-1,20.0,celsius,Plantae,Charophyta,Conjugatophyceae,Desmidiales,Gonatozygaceae,Gonatozygon,monotaenium,2.8556e-14,m^3,
20998,MTD2539,Gonatozygon monotaenium,growth rate,0.33,day^-1,3.8194400000000005e-06,s^-1,24.0,celsius,Plantae,Charophyta,Conjugatophyceae,Desmidiales,Gonatozygaceae,Gonatozygon,monotaenium,2.8556e-14,m^3,
20999,MTD2539,Gonatozygon monotaenium,growth rate,0.3,day^-1,3.4722199999999997e-06,s^-1,30.0,celsius,Plantae,Charophyta,Conjugatophyceae,Desmidiales,Gonatozygaceae,Gonatozygon,monotaenium,2.8556e-14,m^3,
21001,MTD2540,Gonyaulax polyedra,growth rate,0.03,day^-1,3.47222e-07,s^-1,10.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Lingulodinium,polyedrum,4.8e-17,m^3,
21002,MTD2540,Gonyaulax polyedra,growth rate,0.15,day^-1,1.7361099999999998e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Lingulodinium,polyedrum,5.64e-14,m^3,
21003,MTD2540,Gonyaulax polyedra,growth rate,0.21,day^-1,2.43056e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Lingulodinium,polyedrum,4.06e-14,m^3,
21004,MTD2541,Gonyaulax tamarensis,growth rate,0.15,day^-1,1.7361099999999998e-06,s^-1,5.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,tamarensis,1.62e-14,m^3,
21005,MTD2541,Gonyaulax tamarensis,growth rate,0.27,day^-1,3.125e-06,s^-1,10.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,tamarensis,1.62e-14,m^3,
21006,MTD2541,Gonyaulax tamarensis,growth rate,0.52,day^-1,6.01852e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,tamarensis,1.62e-14,m^3,
21007,MTD2542,Alexandrium tamarense clone GTMP,growth rate,0.073,day^-1,8.44907e-07,s^-1,5.5,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,tamarense,8.84e-15,m^3,
21008,MTD2542,Alexandrium tamarense clone GTMP,growth rate,0.095,day^-1,1.0995399999999999e-06,s^-1,8.5,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,tamarense,8.84e-15,m^3,
21009,MTD2542,Alexandrium tamarense clone GTMP,growth rate,0.18899999999999997,day^-1,2.1875e-06,s^-1,10.5,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,tamarense,8.84e-15,m^3,
21010,MTD2542,Alexandrium tamarense clone GTMP,growth rate,0.271,day^-1,3.1365699999999998e-06,s^-1,13.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,tamarense,8.84e-15,m^3,
21011,MTD2542,Alexandrium tamarense clone GTMP,growth rate,0.27699999999999997,day^-1,3.2060000000000003e-06,s^-1,16.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,tamarense,8.84e-15,m^3,
21012,MTD2542,Alexandrium tamarense clone GTMP,growth rate,0.317,day^-1,3.669e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,tamarense,8.84e-15,m^3,
21013,MTD2542,Alexandrium tamarense clone GTMP,growth rate,0.319,day^-1,3.69213e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,tamarense,8.84e-15,m^3,
21014,MTD2542,Alexandrium tamarense clone GTMP,growth rate,0.278,day^-1,3.21759e-06,s^-1,22.5,celsius,Chromista,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,tamarense,8.84e-15,m^3,
21017,MTD2543,Guinardia flaccida,growth rate,0.27,day^-1,3.125e-06,s^-1,6.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,flaccida,1.01e-13,m^3,
21018,MTD2543,Guinardia flaccida,growth rate,0.57,day^-1,6.59722e-06,s^-1,12.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,flaccida,8.85e-14,m^3,
21019,MTD2543,Guinardia flaccida,growth rate,0.66,day^-1,7.638889999999998e-06,s^-1,20.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,flaccida,6.82e-14,m^3,
21020,MTD2544,Gymnodinium aureolum,growth rate,0.14,day^-1,1.62037e-06,s^-1,13.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,aureolum,3.36e-15,m^3,
21021,MTD2544,Gymnodinium aureolum,growth rate,0.29,day^-1,3.3564800000000003e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,aureolum,3.36e-15,m^3,
21022,MTD2544,Gymnodinium aureolum,growth rate,0.36,day^-1,4.16667e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,aureolum,3.36e-15,m^3,
21023,MTD2544,Gymnodinium aureolum,growth rate,0.4,day^-1,4.62963e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,aureolum,3.36e-15,m^3,
21024,MTD2544,Gymnodinium aureolum,growth rate,0.38,day^-1,4.3981499999999996e-06,s^-1,23.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,aureolum,3.36e-15,m^3,
21026,MTD2545,Gymnodinium catenatum strain GCCV-10,growth rate,0.087,day^-1,1.00694e-06,s^-1,11.5,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum,5.04e-14,m^3,
21027,MTD2545,Gymnodinium catenatum strain GCCV-10,growth rate,0.09,day^-1,1.04167e-06,s^-1,13.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum,5.04e-14,m^3,
21028,MTD2545,Gymnodinium catenatum strain GCCV-10,growth rate,0.142,day^-1,1.64352e-06,s^-1,15.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum,5.04e-14,m^3,
21029,MTD2545,Gymnodinium catenatum strain GCCV-10,growth rate,0.16699999999999998,day^-1,1.93287e-06,s^-1,17.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum,5.04e-14,m^3,
21030,MTD2545,Gymnodinium catenatum strain GCCV-10,growth rate,0.162,day^-1,1.875e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum,5.04e-14,m^3,
21031,MTD2545,Gymnodinium catenatum strain GCCV-10,growth rate,0.159,day^-1,1.8402799999999999e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum,5.04e-14,m^3,
21032,MTD2545,Gymnodinium catenatum strain GCCV-10,growth rate,0.17800000000000002,day^-1,2.06019e-06,s^-1,21.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum,5.04e-14,m^3,
21033,MTD2545,Gymnodinium catenatum strain GCCV-10,growth rate,0.18100000000000002,day^-1,2.09491e-06,s^-1,23.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum,5.04e-14,m^3,
21034,MTD2545,Gymnodinium catenatum strain GCCV-10,growth rate,0.19699999999999998,day^-1,2.28009e-06,s^-1,25.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum,5.04e-14,m^3,
21035,MTD2545,Gymnodinium catenatum strain GCCV-10,growth rate,0.18100000000000002,day^-1,2.09491e-06,s^-1,26.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum,5.04e-14,m^3,
21036,MTD2545,Gymnodinium catenatum strain GCCV-10,growth rate,0.18899999999999997,day^-1,2.1875e-06,s^-1,27.5,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum,5.04e-14,m^3,
21037,MTD2545,Gymnodinium catenatum strain GCCV-10,growth rate,0.212,day^-1,2.4537e-06,s^-1,29.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum,5.04e-14,m^3,
21038,MTD2545,Gymnodinium catenatum strain GCCV-10,growth rate,0.111,day^-1,1.28472e-06,s^-1,30.0,celsius,Chromista,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum,5.04e-14,m^3,
