,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,GenusSpecies,MinVolume,MaxVolume,AverageVolume,VolumeUnit,Sources,Notes
6,MTD4953,Pyrococcus abyssi,specific Growth,0.00214403,h^-1,6e-07,s^-1,68.0382,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi,2.68e-19,4.19e-18,2.23e-18,m^3,https://link.springer.com/content/pdf/10.1007%2FBF00252219.pdf,
7,MTD4953,Pyrococcus abyssi,specific Growth,0.15011300000000002,h^-1,4.17e-05,s^-1,72.0627,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi,2.68e-19,4.19e-18,2.23e-18,m^3,https://link.springer.com/content/pdf/10.1007%2FBF00252219.pdf,
8,MTD4953,Pyrococcus abyssi,specific Growth,0.392563,h^-1,0.00010905,s^-1,76.9761,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi,2.68e-19,4.19e-18,2.23e-18,m^3,https://link.springer.com/content/pdf/10.1007%2FBF00252219.pdf,
9,MTD4953,Pyrococcus abyssi,specific Growth,0.573789,h^-1,0.00015939,s^-1,80.1162,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi,2.68e-19,4.19e-18,2.23e-18,m^3,https://link.springer.com/content/pdf/10.1007%2FBF00252219.pdf,
10,MTD4953,Pyrococcus abyssi,specific Growth,0.977184,h^-1,0.00027144,s^-1,85.1036,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi,2.68e-19,4.19e-18,2.23e-18,m^3,https://link.springer.com/content/pdf/10.1007%2FBF00252219.pdf,
11,MTD4953,Pyrococcus abyssi,specific Growth,1.20686,h^-1,0.00033524,s^-1,90.0847,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi,2.68e-19,4.19e-18,2.23e-18,m^3,https://link.springer.com/content/pdf/10.1007%2FBF00252219.pdf,
12,MTD4953,Pyrococcus abyssi,specific Growth,1.2602,h^-1,0.00035006,s^-1,96.0131,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi,2.68e-19,4.19e-18,2.23e-18,m^3,https://link.springer.com/content/pdf/10.1007%2FBF00252219.pdf,
13,MTD4953,Pyrococcus abyssi,specific Growth,1.03517,h^-1,0.00028755,s^-1,100.16,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi,2.68e-19,4.19e-18,2.23e-18,m^3,https://link.springer.com/content/pdf/10.1007%2FBF00252219.pdf,
14,MTD4953,Pyrococcus abyssi,specific Growth,0.163938,h^-1,4.55e-05,s^-1,101.491,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi,2.68e-19,4.19e-18,2.23e-18,m^3,https://link.springer.com/content/pdf/10.1007%2FBF00252219.pdf,
15,MTD4962,Methanogenium frigidum,Specific Growth,0.0264026,d^-1,3.1e-07,s^-1,0.0359491,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
16,MTD4962,Methanogenium frigidum,Specific Growth,0.0325671,d^-1,3.8e-07,s^-1,0.0341024,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
17,MTD4962,Methanogenium frigidum,Specific Growth,0.08769930000000001,d^-1,1.02e-06,s^-1,4.05267,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
18,MTD4962,Methanogenium frigidum,Specific Growth,0.0907816,d^-1,1.05e-06,s^-1,4.05175,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
19,MTD4962,Methanogenium frigidum,Specific Growth,0.0990008,d^-1,1.15e-06,s^-1,4.04929,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
20,MTD4962,Methanogenium frigidum,Specific Growth,0.165,d^-1,1.91e-06,s^-1,9.99443,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
21,MTD4962,Methanogenium frigidum,Specific Growth,0.188629,d^-1,2.18e-06,s^-1,9.94349,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
22,MTD4962,Methanogenium frigidum,Specific Growth,0.201473,d^-1,2.33e-06,s^-1,9.9835,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
23,MTD4962,Methanogenium frigidum,Specific Growth,0.23537800000000006,d^-1,2.72e-06,s^-1,9.97335,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
24,MTD4962,Methanogenium frigidum,Specific Growth,0.228903,d^-1,2.65e-06,s^-1,14.9314,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
25,MTD4962,Methanogenium frigidum,Specific Growth,0.215547,d^-1,2.49e-06,s^-1,14.9354,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
26,MTD4962,Methanogenium frigidum,Specific Growth,0.21195100000000006,d^-1,2.45e-06,s^-1,14.9365,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
27,MTD4962,Methanogenium frigidum,Specific Growth,0.223337,d^-1,2.58e-06,s^-1,16.9945,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
28,MTD4962,Methanogenium frigidum,Specific Growth,0.129327,d^-1,1.5e-06,s^-1,16.9788,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
29,MTD4962,Methanogenium frigidum,Specific Growth,0.117512,d^-1,1.36e-06,s^-1,16.9823,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
30,MTD4962,Methanogenium frigidum,Specific Growth,0.110836,d^-1,1.28e-06,s^-1,17.0282,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
31,MTD4962,Methanogenium frigidum,Specific Growth,0.0944766,d^-1,1.09e-06,s^-1,18.9629,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum,9.05e-19,8.18e-18,4.5400000000000005e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.216
32,MTD4967,Thermococcus fumicolans,specific Growth,0.00376069,h^-1,1.04e-06,s^-1,73.5271,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/46/4/ijs-46-4-1113.pdf?expires=1527182709&id=id&accname=guest&checksum=C5389BAF1004A329EAF0BD65CDB650F3,
33,MTD4967,Thermococcus fumicolans,specific Growth,0.1534,h^-1,4.26e-05,s^-1,76.5733,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/46/4/ijs-46-4-1113.pdf?expires=1527182709&id=id&accname=guest&checksum=C5389BAF1004A329EAF0BD65CDB650F3,
34,MTD4967,Thermococcus fumicolans,specific Growth,0.406584,h^-1,0.00011294,s^-1,80.4715,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/46/4/ijs-46-4-1113.pdf?expires=1527182709&id=id&accname=guest&checksum=C5389BAF1004A329EAF0BD65CDB650F3,
35,MTD4967,Thermococcus fumicolans,specific Growth,0.7225590000000001,h^-1,0.00020071,s^-1,84.0438,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/46/4/ijs-46-4-1113.pdf?expires=1527182709&id=id&accname=guest&checksum=C5389BAF1004A329EAF0BD65CDB650F3,
36,MTD4967,Thermococcus fumicolans,specific Growth,0.624741,h^-1,0.00017354,s^-1,89.5936,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/46/4/ijs-46-4-1113.pdf?expires=1527182709&id=id&accname=guest&checksum=C5389BAF1004A329EAF0BD65CDB650F3,
37,MTD4967,Thermococcus fumicolans,specific Growth,0.493043,h^-1,0.00013696,s^-1,94.458,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/46/4/ijs-46-4-1113.pdf?expires=1527182709&id=id&accname=guest&checksum=C5389BAF1004A329EAF0BD65CDB650F3,
38,MTD4967,Thermococcus fumicolans,specific Growth,0.280467,h^-1,7.79e-05,s^-1,99.2149,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/46/4/ijs-46-4-1113.pdf?expires=1527182709&id=id&accname=guest&checksum=C5389BAF1004A329EAF0BD65CDB650F3,
39,MTD4967,Thermococcus fumicolans,specific Growth,0.247886,h^-1,6.890000000000001e-05,s^-1,103.156,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/46/4/ijs-46-4-1113.pdf?expires=1527182709&id=id&accname=guest&checksum=C5389BAF1004A329EAF0BD65CDB650F3,
40,MTD4967,Thermococcus fumicolans,specific Growth,0.0057346,h^-1,1.59e-06,s^-1,104.559,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans,2.68e-19,4.19e-18,2.23e-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/46/4/ijs-46-4-1113.pdf?expires=1527182709&id=id&accname=guest&checksum=C5389BAF1004A329EAF0BD65CDB650F3,
41,MTD4968,Thermococcus hydrothermalis,specific Growth,0.0819212,h^-1,2.28e-05,s^-1,55.1888,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,https://www.researchgate.net/publication/13992510_Thermococcus_hydrothermalis_sp_nov_a_New_Hyperthermophilic_Archaeon_Isolated_from_a_Deep-Sea_Hydrothermal_Vent,
42,MTD4968,Thermococcus hydrothermalis,specific Growth,0.21048200000000006,h^-1,5.85e-05,s^-1,60.1638,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,https://www.researchgate.net/publication/13992510_Thermococcus_hydrothermalis_sp_nov_a_New_Hyperthermophilic_Archaeon_Isolated_from_a_Deep-Sea_Hydrothermal_Vent,
43,MTD4968,Thermococcus hydrothermalis,specific Growth,0.226014,h^-1,6.28e-05,s^-1,64.969,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,https://www.researchgate.net/publication/13992510_Thermococcus_hydrothermalis_sp_nov_a_New_Hyperthermophilic_Archaeon_Isolated_from_a_Deep-Sea_Hydrothermal_Vent,
44,MTD4968,Thermococcus hydrothermalis,specific Growth,0.245763,h^-1,6.829999999999999e-05,s^-1,69.8933,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,https://www.researchgate.net/publication/13992510_Thermococcus_hydrothermalis_sp_nov_a_New_Hyperthermophilic_Archaeon_Isolated_from_a_Deep-Sea_Hydrothermal_Vent,
45,MTD4968,Thermococcus hydrothermalis,specific Growth,0.346149,h^-1,9.62e-05,s^-1,74.8567,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,https://www.researchgate.net/publication/13992510_Thermococcus_hydrothermalis_sp_nov_a_New_Hyperthermophilic_Archaeon_Isolated_from_a_Deep-Sea_Hydrothermal_Vent,
46,MTD4968,Thermococcus hydrothermalis,specific Growth,0.419336,h^-1,0.00011648,s^-1,79.8486,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,https://www.researchgate.net/publication/13992510_Thermococcus_hydrothermalis_sp_nov_a_New_Hyperthermophilic_Archaeon_Isolated_from_a_Deep-Sea_Hydrothermal_Vent,
47,MTD4968,Thermococcus hydrothermalis,specific Growth,0.361378,h^-1,0.00010038,s^-1,84.9781,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,https://www.researchgate.net/publication/13992510_Thermococcus_hydrothermalis_sp_nov_a_New_Hyperthermophilic_Archaeon_Isolated_from_a_Deep-Sea_Hydrothermal_Vent,
48,MTD4968,Thermococcus hydrothermalis,specific Growth,0.406392,h^-1,0.00011289,s^-1,89.9996,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,https://www.researchgate.net/publication/13992510_Thermococcus_hydrothermalis_sp_nov_a_New_Hyperthermophilic_Archaeon_Isolated_from_a_Deep-Sea_Hydrothermal_Vent,
49,MTD4968,Thermococcus hydrothermalis,specific Growth,0.175494,h^-1,4.870000000000001e-05,s^-1,94.9396,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,https://www.researchgate.net/publication/13992510_Thermococcus_hydrothermalis_sp_nov_a_New_Hyperthermophilic_Archaeon_Isolated_from_a_Deep-Sea_Hydrothermal_Vent,
50,MTD4968,Thermococcus hydrothermalis,specific Growth,0.186508,h^-1,5.18e-05,s^-1,99.9967,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,https://www.researchgate.net/publication/13992510_Thermococcus_hydrothermalis_sp_nov_a_New_Hyperthermophilic_Archaeon_Isolated_from_a_Deep-Sea_Hydrothermal_Vent,
51,MTD4968,Thermococcus hydrothermalis,specific Growth,0.00224623,h^-1,6.2e-07,s^-1,105.011,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis,2.68e-19,4.19e-18,2.23e-18,m^3,https://www.researchgate.net/publication/13992510_Thermococcus_hydrothermalis_sp_nov_a_New_Hyperthermophilic_Archaeon_Isolated_from_a_Deep-Sea_Hydrothermal_Vent,
52,MTD5004,Methanococcus vulcanius,Growth rate,0.00257669,h^-1,7.2e-07,s^-1,48.9398,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999997e-17,7.33e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.267
53,MTD5004,Methanococcus vulcanius,Growth rate,0.028881200000000006,h^-1,8.02e-06,s^-1,50.0873,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999997e-17,7.33e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.267
54,MTD5004,Methanococcus vulcanius,Growth rate,0.0959527,h^-1,2.67e-05,s^-1,54.9797,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999997e-17,7.33e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.267
55,MTD5004,Methanococcus vulcanius,Growth rate,0.2012,h^-1,5.59e-05,s^-1,59.7625,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999997e-17,7.33e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.267
56,MTD5004,Methanococcus vulcanius,Growth rate,0.360761,h^-1,0.00010021,s^-1,64.8157,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999997e-17,7.33e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.267
57,MTD5004,Methanococcus vulcanius,Growth rate,0.56865,h^-1,0.00015796,s^-1,70.4303,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999997e-17,7.33e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.267
58,MTD5004,Methanococcus vulcanius,Growth rate,0.70798,h^-1,0.00019666,s^-1,74.623,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius,5.24e-19,1.4099999999999997e-17,7.33e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.267
