,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,GenusSpecies,MinVolume,MaxVolume,AverageVolume,VolumeUnit,Sources,Notes
217,MTD5264,Halobaculum gomorrense,log Growth Rate,-0.591195,log(h-1),0.0001538,s^-1,47.04600000000001,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,,,Halobaculum gomorrense,9.490000000000001e-19,7.589999999999999e-18,4.2700000000000004e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.118
218,MTD5264,Halobaculum gomorrense,log Growth Rate,-0.563439,log(h-1),0.00015812,s^-1,44.9853,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,,,Halobaculum gomorrense,9.490000000000001e-19,7.589999999999999e-18,4.2700000000000004e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.118
219,MTD5264,Halobaculum gomorrense,log Growth Rate,-0.5631649999999999,log(h-1),0.00015817,s^-1,42.9886,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,,,Halobaculum gomorrense,9.490000000000001e-19,7.589999999999999e-18,4.2700000000000004e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.118
220,MTD5264,Halobaculum gomorrense,log Growth Rate,-0.590381,log(h-1),0.00015392,s^-1,41.1201,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,,,Halobaculum gomorrense,9.490000000000001e-19,7.589999999999999e-18,4.2700000000000004e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.118
221,MTD5264,Halobaculum gomorrense,log Growth Rate,-0.639566,log(h-1),0.00014653,s^-1,39.1868,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,,,Halobaculum gomorrense,9.490000000000001e-19,7.589999999999999e-18,4.2700000000000004e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.118
222,MTD5264,Halobaculum gomorrense,log Growth Rate,-0.7271770000000001,log(h-1),0.00013424,s^-1,36.9951,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,,,Halobaculum gomorrense,9.490000000000001e-19,7.589999999999999e-18,4.2700000000000004e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.118
223,MTD5264,Halobaculum gomorrense,log Growth Rate,-0.7983399999999999,log(h-1),0.00012502,s^-1,35.0614,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,,,Halobaculum gomorrense,9.490000000000001e-19,7.589999999999999e-18,4.2700000000000004e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.118
224,MTD5264,Halobaculum gomorrense,log Growth Rate,-0.891481,log(h-1),0.0001139,s^-1,33.1273,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,,,Halobaculum gomorrense,9.490000000000001e-19,7.589999999999999e-18,4.2700000000000004e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.118
225,MTD5264,Halobaculum gomorrense,log Growth Rate,-0.935136,log(h-1),0.00010904,s^-1,30.9365,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,,,Halobaculum gomorrense,9.490000000000001e-19,7.589999999999999e-18,4.2700000000000004e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.118
226,MTD5264,Halobaculum gomorrense,log Growth Rate,-1.03378,log(h-1),9.88e-05,s^-1,29.0666,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,,,Halobaculum gomorrense,9.490000000000001e-19,7.589999999999999e-18,4.2700000000000004e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.118
227,MTD5264,Halobaculum gomorrense,log Growth Rate,-1.15437,log(h-1),8.759999999999999e-05,s^-1,26.9388,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,,,Halobaculum gomorrense,9.490000000000001e-19,7.589999999999999e-18,4.2700000000000004e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.118
228,MTD5264,Halobaculum gomorrense,log Growth Rate,-1.24751,log(h-1),7.979999999999999e-05,s^-1,25.0046,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,,,Halobaculum gomorrense,9.490000000000001e-19,7.589999999999999e-18,4.2700000000000004e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.118
229,MTD5264,Halobaculum gomorrense,log Growth Rate,-1.3956,log(h-1),6.879999999999999e-05,s^-1,23.0695,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,gomorrense,,,Halobaculum gomorrense,9.490000000000001e-19,7.589999999999999e-18,4.2700000000000004e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.118
230,MTD5265,Halococcus morrhuae,log Growth Rate,-0.73926,log(h-1),0.00013263,s^-1,56.8348,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
231,MTD5265,Halococcus morrhuae,log Growth Rate,-0.518692,log(h-1),0.00016536,s^-1,54.9368,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
232,MTD5265,Halococcus morrhuae,log Growth Rate,-0.440982,log(h-1),0.00017872,s^-1,53.0304,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
233,MTD5265,Halococcus morrhuae,log Growth Rate,-0.302777,log(h-1),0.00020521,s^-1,50.9957,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
234,MTD5265,Halococcus morrhuae,log Growth Rate,-0.389847,log(h-1),0.0001881,s^-1,48.9477,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
235,MTD5265,Halococcus morrhuae,log Growth Rate,-0.433016,log(h-1),0.00018015,s^-1,47.0341,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
236,MTD5265,Halococcus morrhuae,log Growth Rate,-0.476184,log(h-1),0.00017254,s^-1,45.1205,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
237,MTD5265,Halococcus morrhuae,log Growth Rate,-0.535782,log(h-1),0.00016256,s^-1,43.0742,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
238,MTD5265,Halococcus morrhuae,log Growth Rate,-0.617358,log(h-1),0.00014982,s^-1,41.0265,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
239,MTD5265,Halococcus morrhuae,log Growth Rate,-0.676983,log(h-1),0.00014115,s^-1,39.046,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
240,MTD5265,Halococcus morrhuae,log Growth Rate,-0.736662,log(h-1),0.00013298,s^-1,37.1974,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
241,MTD5265,Halococcus morrhuae,log Growth Rate,-0.823732,log(h-1),0.00012189,s^-1,35.1494,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
242,MTD5265,Halococcus morrhuae,log Growth Rate,-0.905362,log(h-1),0.00011233,s^-1,33.2335,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
243,MTD5265,Halococcus morrhuae,log Growth Rate,-1.02537,log(h-1),9.96e-05,s^-1,31.1176,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
244,MTD5265,Halococcus morrhuae,log Growth Rate,-1.09046,log(h-1),9.34e-05,s^-1,29.0709,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
245,MTD5265,Halococcus morrhuae,log Growth Rate,-1.19405,log(h-1),8.420000000000001e-05,s^-1,27.0879,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
246,MTD5265,Halococcus morrhuae,log Growth Rate,-1.32513,log(h-1),7.38e-05,s^-1,25.1691,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
247,MTD5265,Halococcus morrhuae,log Growth Rate,-1.40121,log(h-1),6.840000000000001e-05,s^-1,23.1217,Celsius,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,morrhuae,,,Halococcus morrhuae,2.68e-19,1.7700000000000002e-18,1.0200000000000002e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
248,MTD5266,Haloferax volcanii,log Growth Rate,-0.707603,log(h-1),0.0001369,s^-1,48.9902,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,volcanii,,,Haloferax volcanii,1.57e-18,2.1199999999999998e-17,1.1400000000000001e-17,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.124
249,MTD5266,Haloferax volcanii,log Growth Rate,-0.465276,log(h-1),0.00017443,s^-1,47.2057,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,volcanii,,,Haloferax volcanii,1.57e-18,2.1199999999999998e-17,1.1400000000000001e-17,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.124
250,MTD5266,Haloferax volcanii,log Growth Rate,-0.408204,log(h-1),0.00018468,s^-1,45.0901,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,volcanii,,,Haloferax volcanii,1.57e-18,2.1199999999999998e-17,1.1400000000000001e-17,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.124
251,MTD5266,Haloferax volcanii,log Growth Rate,-0.4411,log(h-1),0.00017869999999999998,s^-1,43.1621,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,volcanii,,,Haloferax volcanii,1.57e-18,2.1199999999999998e-17,1.1400000000000001e-17,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.124
252,MTD5266,Haloferax volcanii,log Growth Rate,-0.507622,log(h-1),0.0001672,s^-1,41.0397,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,volcanii,,,Haloferax volcanii,1.57e-18,2.1199999999999998e-17,1.1400000000000001e-17,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.124
253,MTD5266,Haloferax volcanii,log Growth Rate,-0.591025,log(h-1),0.00015382,s^-1,38.9805,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,volcanii,,,Haloferax volcanii,1.57e-18,2.1199999999999998e-17,1.1400000000000001e-17,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.124
254,MTD5266,Haloferax volcanii,log Growth Rate,-0.623948,log(h-1),0.00014884,s^-1,37.1168,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,volcanii,,,Haloferax volcanii,1.57e-18,2.1199999999999998e-17,1.1400000000000001e-17,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.124
255,MTD5266,Haloferax volcanii,log Growth Rate,-0.729741,log(h-1),0.0001339,s^-1,34.8637,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,volcanii,,,Haloferax volcanii,1.57e-18,2.1199999999999998e-17,1.1400000000000001e-17,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.124
256,MTD5266,Haloferax volcanii,log Growth Rate,-0.7851899999999999,log(h-1),0.00012668,s^-1,33.1271,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,volcanii,,,Haloferax volcanii,1.57e-18,2.1199999999999998e-17,1.1400000000000001e-17,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.124
257,MTD5266,Haloferax volcanii,log Growth Rate,-0.857303,log(h-1),0.00011786,s^-1,30.9402,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,volcanii,,,Haloferax volcanii,1.57e-18,2.1199999999999998e-17,1.1400000000000001e-17,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.124
258,MTD5266,Haloferax volcanii,log Growth Rate,-0.996939,log(h-1),0.0001025,s^-1,29.0063,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,volcanii,,,Haloferax volcanii,1.57e-18,2.1199999999999998e-17,1.1400000000000001e-17,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.124
259,MTD5266,Haloferax volcanii,log Growth Rate,-1.0972,log(h-1),9.27e-05,s^-1,26.9462,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,volcanii,,,Haloferax volcanii,1.57e-18,2.1199999999999998e-17,1.1400000000000001e-17,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.124
260,MTD5266,Haloferax volcanii,log Growth Rate,-1.19753,log(h-1),8.39e-05,s^-1,25.0788,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,volcanii,,,Haloferax volcanii,1.57e-18,2.1199999999999998e-17,1.1400000000000001e-17,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.124
261,MTD5266,Haloferax volcanii,log Growth Rate,-1.33714,log(h-1),7.290000000000001e-05,s^-1,23.0807,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,volcanii,,,Haloferax volcanii,1.57e-18,2.1199999999999998e-17,1.1400000000000001e-17,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.124
262,MTD5267,Halogeometricum borinquense,log Growth Rate,-0.625707,log(h-1),0.00014858,s^-1,58.0703,Celsius,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogeometricum,borinquense,,,Halogeometricum borinquense,7.85e-19,9.42e-18,5.11e-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
